as_location,occurrences
"Tables 3, 4, 6 and Figure 1",1
"Figures 1C, 3, 7 and 8",1
"Tables 2, S4, Figures 3, 5, 6, S3, S4 and PDB 4JRY",1
"Data not shown, page 293 and Figure 6.",1
"Figure 3, 6, S1, S3",1
"Figure 3, Supplementary Figures 4, 5, Supplementary Table 1 and PDB 4NSE (v1.0)",1
"Figures 2, 4, S2 and S4",1
"Tables 1, 2, Figure 4 and supplementary Figures 3, 4 and 5",1
"Figures 2C,G,F and S4",1
"Figure 6 and Table S3",1
"Text page 4571",1
"Page 240",1
"Figures S5, S6, S7, S9, S10",1
"Figures 1 2, and 3 and Table",1
"Figures 4, S3, Tables S1, S3, S4 and PDB 6ULN",1
"Figures 5, S2",1
"Figure 2B,C,D",1
"Figure 6, S4",1
"Figure 6 and Supplemental Figure 3",1
"Figures 5, S5, S6, S7",1
"Figures 1 and 2 and S2 and Supplementary Table 2",1
"Figure 5C,E, Table III",1
"Figures 2, 4-6 and Table II",1
"Figures 1, 4, and S3",1
"Tables 2, 3, 4, Figure 2",1
"Text p. 6282",1
"Figure 6 and 7B",1
"Figures 3, 7, S9 and S10",1
"Figures S2 and S4, Pages 3, 4, 6, and 8",1
"Figure 2A, Figure 3B, Figure 6A",1
"Figures 2, 3, tables 2 and 3",1
"Figures 2, 4, 5, 7, 8 and 9",1
"Figures 8, 12, Supporting Information-Data Collection and Refinement Statistics and PDB 6MJ4",1
"Figure 8B,C",1
"Figures 1 and 2, Suppl. Figure S3",1
"Figure 5, Table 2, Suppl data S3, Fig S2 and Table S5",1
"Text page 4573",1
"Tables 1, 2 and figure 2",1
"Figures 1, 3, 4, 5, S1, and S2",1
"Table I and Figures 2",1
"Figures 4E, 7, 8, and 9",1
"Figures 4, 5, Supplementary Figures 4, 5",1
"Supplementary Figure S10",1
"Figures 1, 3, Supplementary Figures 3 and 4",1
"Figuire 4",1
"Figure 5, Table S1, Figure S4, S5 and PDB 3TFK",1
"Figures 1, 4, 7",1
"Figures 1B, 1C, 1D and 1E",1
"Table 3, Table 5 , Figure 2",1
"Figures 1, 2, S3, S4, Table 1",1
"Figure 6A-C, Figures 1 and 2",1
"Figures 6b and 6c",1
"Figures 3 and 4, supplementary table 4.",1
"Text p.223",1
"Figures 3, 6 and Supplementary Figue 3",1
"Figures 4, 5, 6, and Extended Data Figure 9",1
"Figures 2C, 4B",1
"Figures 1, 2, and 3  and Supplementary figure 1",1
"Figures 4, S6, and S7",1
"Tables 4-6",1
"Figures 1-3 and Tables II, III",1
"Figures 1, 2, 3, 4, 5, 6, and 7.",1
"Figures 3 and 5 and Tables III and V",1
"Figures 2d, 2f, 4, 5b and 5d",1
"Figures 1, 2, 5, 6, and 7",1
"Text p. 3408",1
"Figures 5 and 10",1
"Figures 1, 2, 3, 6, 7, Supplemental Figures 1, 2 and 3",1
"Figure 4, Extended Data Figures 9 and 10, Supplementary Table 6, and PDB 7N2S",1
"Figures 2, 5 and 6B",1
"Figure 2 and Supporting Information Figure 6",1
"Figures 2, 3, Table 1 and PDB 6UZ1",1
"Figures 3, 4, 5, 6, Tables 1, S1, S2 and PDB 4P4K",1
"Figures 4, 6, 7 and 8",1
"Figures 4A, 5 and 6",1
"Figures 5, 6, and S1",1
"Fig. 4",1
"Figures 3 and 6, Table 1",1
"Figures 1, 2, 3, 4, 5 and 7",1
"Tables 1, 2, and 3, Tables 1, 2, and 3, Figures 2 and 4",1
"Figures 4, 7, 8",1
"Figures 1 and 2 and Supplemental Information Figures S1 and S4 and Table S1",1
"Figures 2 and 6A",1
"Figure 6B (ii)",1
"Figures 1, 5, Supplementary Figure S2",1
"Figure 3A and 3B, Table I, Figure 3C and 3D, Table I",1
"Figures S5J and S5K, Figures S5H and S5I",1
"Figure 1C, 3B, 6, 7",1
"Figures 1, 2, Supporting Figures 2 and 3",1
"Figure 5I",1
"Figures 1B and 7",1
"Figure 8, Supplementary Table 3, Supplementary Figure 6 and PDB 6MKR",1
"Figures 1, 2, and 3, Tables 4, 5, and 6",1
"Figures 3, 6, and S5",1
"Figures 2, S3 and S5",1
"Figures 2, 5, suppl Figure 3",1
"Figure 1, and Extended Data Figures 1, 2",1
"Figures 5, 6 and Table III",1
"Table II and III and Figures 1, 2, and S1",1
"Figure 4C, Figure 1",1
"Text p. 2434",1
"Figures 2, 4, and Table 5",1
Figures,1
"Figure 1-6, Table III.",1
"Table 1, figures 1, 3, 4, 5, and 6",1
"Figures 1, 2, 3; Table 1",1
"Tables 1 and 2 and Figures 3, 4, and 5",1
"Figures 3, S4 and S7",1
"Figures 4, 5, Supplementary Figure 5, Tables S3, S6 and PDB 7T2D",1
"Figures 2, 7, S1 and S4",1
"Figures 2, 4, S6 and S7",1
"Figures 3 and S6, Tables S3 and S4, and PDB 7Q9A",1
"Figures 1C, 2 and 4",1
"Figures 3 and 4, table I",1
"Tables 2, S2 and Figure 4",1
"Figures 2A, E, 6, S3 and S4",1
"Figures 5, 6, 7,  Supplementary Tables 1, 2 and PDB 3RUG",1
"Figure 7 and Supporting Information Figure S3",1
"Figures 7, S4, and S7",1
"Figures 3a and 3b",1
"Figure 2A,B and Table 2",1
"Figures 1e",1
"Figure S6 and Tables S5, S8",1
"Figure 4, 5 and Supplementary Figures 10, 11, 12, 13, 14 and 16",1
"Figures 2, 5 and S2",1
"Text in p.438",1
"Figures 1, 2, 3 and Tables 4 and 6",1
"Figure 2 and Tables 2, 4, and 5",1
"Figures 2, 3, 5, 6, S1 and S2",1
"Table 1,figures 6 and 7",1
"Figure 1 and supplemental figure 2",1
"Tables 3, 4, and 5, Figure 2",1
"Figure 2 and Text",1
"Figures 1and 6",1
"Figures 1, 3, 4, S3, S4, S6, S8",1
"Figure 2, Table 2, Figures 3, 4, 5",1
"Figures 1, 2, 3 and Tables 1 and 2",1
"Figures 1, 2, 4, Tables 2, S1, S2 and PDB 6DFS",1
"Text p.2740",1
"Materials and methods, figures 1 and 2",1
"Figures 4, 5, 7, Supplemental Tables S2, S3, Supplemental Figure S7",1
"Figure 3, Tables 1and 3",1
"Figures 1 and 6 and Table 3",1
"Figures 3, 5, Supplemental Figures 1, 2",1
"Figure S6, Figure 8",1
"Figure 3, Supplementary Figures 1 and 2",1
"Figures 3A, 4, 6, 7",1
"Table 1, 2, and page 1610",1
"Table II, Figure 6, Supplemental Figure 2 and PDB 4P46",1
"Figures 4, 1",1
"Figures 5A and 5C",1
"Figure 1.A.",1
"Table 1 and Figures 3, 7",1
"Figures 1, 2, 3, 4, 5, 7, S1, S2, and S3 and Tables S1, S2, S3, and S6",1
"text page 174 , Figure 2",1
"Text p.5933",1
"Table 2 and Figure 5 and Supplemental Tables S5 and S6",1
"Text p. 386",1
"Table 1, Supplementary Table 3",1
"Figure 1e and Table 1",1
"Figures 1, 3, 4, S4",1
"Figures 3, 5, Table 2, Supplementary Table S1 and PDB 5HYJ",1
"Figures 1, 3, Supplementary Table 3, Supplementary Figure 2",1
"Tables I and III, Figures 3 and 6",1
"Table 1, Figure 3 and Supplementary Figure S2",1
"Supporting Information Figure S4",1
"Tables 1, 2 and figure 1",1
"Figures 3, 4, 5, and 7 and Table 3",1
"Table I, Figures 1, 2, and 3",1
"Pages 3, 4, and 8, Figure 5",1
"Tables 1-2 and Figures 1-4",1
"Tables I and II, Figures 1 and 4",1
"Figure 5C, 6C, 7B",1
"Figures 1B and S3",1
"Text p.1536",1
"Figure 3.B., Figure 2 A",1
"Figures 4, 5, and 6A",1
"Figures 1, 2, 5 and S1",1
"Figures 4, S3, Table S1 and PDB 6ULR",1
"Figures 1, 2, 3, S1, and Tables II, S1",1
"Figures 3, 4D,E, 6 and Supplemental Figures S3, S5 and S6",1
"Figures 2, 3, and 5 and Table 3",1
"Figure 4 and Table S1, Figures 6 and Table S1",1
"Figure 7 and Table S1",1
"Figures 4, 5, S5",1
"Tables I, III and IV",1
"Figure 6 and text page 5468",1
"Figures 2, 4, 5, 6, and 7",1
"Figures 1, 2, 4, 5, S2, and S3",1
"Table 2, Text p98",1
"Figures 3B and 5A",1
"Figures 1, 5, 8 and S6",1
"Figure 7B,D",1
"Figure 2 and  text",1
"Figures 1. 2 and 4",1
"Figures 1, 2, 3, 4, 5, S3, Tables 1, S1 and PDB 3C60",1
"Tables II, III and IV and Figure 1",1
"Figures 4, S5 and Table S5",1
"Figures 2, 3, 7, 8 and Table 1",1
"Text P. 647",1
"Figures 6, S8, Tables S2, S8 and PDB 6V0Y",1
"Figures 1, 2a and 4",1
"Figures 2, 3, 4, 5, S6 and S9",1
"Tables I, II, Figure 2",1
"Text page 6078",1
"Figures 3, 4, 5, 8 and Supplemental Figure 1 and 3",1
"Supplementary Figure 6c",1
"Table VI and figure 2",1
"Figures 2, 3, 4, 5, 6, S4, S5 Tables 2, 3, 4 and 5",1
"Figure 5 and Tables 1, 2, and 3",1
"Table 3, Figure 3 and Supplemental tables 8 and 15",1
"Figures 1, 3 and Table III",1
"Table 1 and Figures 1, 2, and 4",1
"Figures 2, 4, 5 and Table 1",1
"Figures 6C,D, 7 and 8",1
"Figure 1b,1d, 2a and Table 1",1
"Figures 4, 5, and Supplementary Figures 6, 8",1
"Figure 5 and Supplemental Figure 9",1
"Figures 1A, 5 and 6",1
"Figures 1, 2, Supporting Information Figures 2, 3 4, and 5",1
"Tables 1, 2, 3, Figure 1",1
"Figures 1, 2, Supplementary Figures 1, 4, and 6",1
"Figure 4, Extended Data Figures 9 and 10, Supplementary Table 6, and PDB 7N2Q",1
"Figures 3 and 1",1
"Tables 2, 3, 4, 5 and 6",1
"Table 1, Figures 5, 6",1
"Figures 1, 2, 3, 4, table I",1
"Figures 1B, C, D and E1",1
"Fig 7B",1
"Supplementary Tables 6, 8, 9, Supplementary Figures 13 and 16",1
"Figures 3,4,6 and S2, Table 4.",1
"Table I, Figures 1, Figure 2",1
"Figure 1, 3, S2, S6",1
"Tables 2, S3, S4, Figures 1, 2, 3",1
"Figures 8A and 9A",1
"Figures 3, 4, 5A and Table 1",1
"Figure 1, Figure 3 and Supplementary Table S1.",1
"Figures 6C",1
"Figures 2, 4, 6 and 7, Table III",1
"Figures 2, 3, 4, 5, 6, S2, S3, S4, S5, S6 Tables 2, 3, 4 and 5",1
"Figures 1, 3, 5, S1, S2 and S4. Tables 1 and S1",1
"Figure 8, Figures 5B and 6",1
"Figures 2, 3, 4, 5, 6, 7 and Supplementary Figures 2, 3, 4",1
"Figures 4 and 5, Table 4",1
"Figures 1, 3, 4, 8",1
"Table VI, Table VII",1
"Figures 3 and S4, Figure 3, Figures 3 and S4",1
"Figure 7, Figures 5 and 6",1
"Table 5 and figure 5",1
"Figures 3, 6, S4, Data set 3C",1
"Figures 2, 4, and Table 6",1
"Figure 1B&C, Figure 2",1
"Figures 1, 2, Tables 2, 4",1
"Figures 3, 6, and S1",1
"Table 1, Figure 1, Supplementary figure 1",1
"Figure 6, Figure 3",1
"Figure 8F-H, 9A-B",1
"Figure 6, Supplemental Figure 6",1
"Figures 2A, 3A and 5C",1
"Figure 27",1
"Figure 7 and Table 2",1
"Figure 1 and Supplemental Figures 1 and 2",1
"Figures 4C and 5D",1
"Table II, Figures 2, 4, 5 and 6",1
"Figures 3, 4, Supplementary Figures 3, 4, 5, Supplementary Table S2, S4, S5 and PDB 3VXR",1
"Figure 8D and S12 Fig.",1
"Figure 2E, Table 2",1
"Figures 5, S7, and S8",1
"Figures 4, S4, and Table 1",1
"Figure 1A, B, 2",1
"Figure 23",1
"Figure 2, Table 1, Figure 4",1
"Figure 1, 2, 3, 4",1
"Figures 2 and 4 and Supplementary Figure 2",1
"Figure S2K,S3,",1
"Supplemetal Figure 5",1
"Figure 2, Figure 3, Table IV",1
"Figures 8 and S8 Data",1
"Figure E1, Table E2",1
"Figure 2D,E 4 A,B, S1, S4",1
"Figures 1d, 4",1
"Table 6 and Figure 2A",1
"Figures 1, 2, 3, and 6 and Tables I and III",1
"Tables 3, 5, Figures 1, 2, S1",1
"Figures 5, 6, Extended Data Figures 5, 6, Supplementary Tables 2, 3 and PDB 6PUL",1
"Figures 3, 4, 5, 6 and 8",1
"Extended Data Figures 6",1
"Figure 2b, 3b, 4b",1
"Fig. 2 A, Fig. 2 B",1
"Figures 1, 4, 5, and 7",1
"Figures 1b, 1c, 2b, 5a, 6a and Supportin information figure 2",1
"Figures 1, 2, 3, Tables I, II",1
"Figure 8 and Supplemental Figure 2",1
"Figure 2 and Tables 1",1
"Figures 1d 3, and 4",1
"Table 1 and Supplementary Figure 4",1
"Figure 2 and Extended Data Figure 10",1
"Figures 1, 2, Table 1 and PDB 6RPA",1
"Table 2, Figures 4, 7, and 8",1
"Figure 4D, 5A and S6",1
"Figures 1, 3 and 3",1
"Text p. 3380",1
"Table 1, and figure 1",1
"Figures 1, 2 and Supplementary Figures 1, 3, and 6",1
"Figures 1, 2, 3, 5, 7, Supplementary Figures 1, 2, 3",1
"Figures 2, 3, Table 2 and PDB 5KS9",1
"Figures 5, 6, 7 and Supplementary Figure 8",1
"Figure 1, Supplemental Figures 2, 10, 12, 16 and Supplemental Table 5",1
"Figures 1and 9",1
"Figure 41",1
"Figures 1, 3, 4, 5, 6 table 2",1
"Figures 2, 3, Table 1, Supplementary Tables 1, 3, Supplementary Figure 2 and PDB 5BS0",1
"Figures 3, 4, 5 and Supplementary Figure 1",1
"Figures 1.D and 1.E.",1
"Table 1-3",1
"Figures  6 and 7",1
"Figure 4A and Table 3",1
"Supplementary Figure S7, Figures 3, 4, and Supplementary Figure S7, Supplementary Figure S3",1
"Figure 2D, Figure 8",1
"Figures 2 and 3, Supplementary figure 12",1
"Figures 4, 5, 6 and Supplementary Figure 2",1
"Figure 1 and Table 1 and Supplementary Figures 1 and 2",1
"Figures 1A, 1B, 1C, 1E, and 2B",1
"Figure 21",1
"Figures 4A, 4C and 5",1
"Figures 1, 3 and Supplementary Figure 2",1
"Figures 6, 7, Supplemental Tables I, II and PDB 4IRS",1
"Figures 3, 5, 6, and 8",1
"Figure 1-supplement 2b, Figure 3, Figure 3-supplement 1",1
"Figures 5, 7, and 10",1
"Figures 1 and 2 and Supplementary figure 2",1
"Figure. 4",1
"Figure 4D-H, S5",1
"Figures 1, 2,3, 5, 6",1
"Figures 3 and 4, Supplementary figure 1",1
"Figure 3, Table II, Figure 2",1
"Figures 1 and 6 and Supplemental Figure 1",1
"Figure 5, Figure 3 and Supplementary Figure 1",1
"Extended Data Figures 3, 4, 5",1
"Figures 3, 4, 5, 6, and Supplemental Figure 3",1
"Tables III, IV, VI",1
"Figures 1 and 3, Supplementary Figures 1 and 7",1
"Figure 2, Figures 3, 6, and Supplementary Figure 1",1
"Figure 2B, Figure 4A and C.",1
"Figures 1, 3 and Table II",1
"Figures 1, 2, 3, S3, S4, S5, S6, S7, S9",1
"Figures 2, 3, 5 and 6 and Table 2",1
"Figures 1, 2, 3, and 5 and Table 1",1
"Figures 1, S6, S12",1
"Figures 1D, 6E",1
"Table 2, Figure 1D",1
"Figures 1, 2, and 3, Tables I and II",1
"Figure 2A and 2B (28B90), Figure 2C (28B90)",1
"Figures 1, 2, 4, and 5 and Table 1 and Supporting Material Table S2",1
"Figures 1B abd 3B",1
"Figure 1B, 1C, 4A, S2",1
"Figures 3 and 4 and Supplementary Figure 2",1
"Figures 1, 4 and Table 2",1
"Figures 1, 2, 4, 5, 6, 7",1
"Figures 7 and S7, Tables S2 and S3, and PDB 7PBE",1
"Figure 6 and Supplemental Data 5",1
"Figure 5A, 5B",1
"Figure 5, 8",1
"Table 1, Figures 3, 5",1
"Text P. 16212",1
"Figures 3a, 3b, and 4",1
"Table 1, Figures 2 and 7",1
"Fig. 6 C",1
"Figures 1, 2, S5",1
"Figure 1C,D, Suppl Fig S2",1
"Figure 6, Figures 5 and 7",1
"Figure 2, Text page 1798, Table 2",1
"Figures 1D and 3A",1
"Figures 1, 3, and 4 and Figure S4",1
"Figures 3 and 4 and Extended Data Figure 7",1
"Figures 2e, 3 and Supplementary Figure 6",1
"Text p 280-281",1
"Tables 2, 5 and 9",1
"Figure 1G, 1H",1
"Figures 1, S6, S11, S13",1
"Figures 1, 2, S4, S5",1
"Figures 1, 2, 3, and Supplemental Figure 2",1
"Figures 1, 2, 3, 4, 6, and 7",1
"Figures 5, 7 and Supplementary Figure 1",1
"Figures 2, 3 , 4, 5, 6 and Supplemental Figure 2",1
"Figures 8B and 8E",1
"Figures 2, 3,  5, Supplementary Figure 1 and Supplementary Table 3",1
"Table 3, Figure 3 and Supplemental tables 11 and 15",1
"Table 3, Figure 6",1
"Supplementary figures 2 and 4",1
"Figure 2, Figure 2 and Supplemental Figure 7",1
"Figures 7D and S5",1
"Figures 1, 2, 3, 4, 5, and 6, and table 1",1
"Figures S3B",1
"Figure 1A, 1B, and 1D",1
"Tables 1 and 3, Figures 1-5",1
"Figures 1, 2, 3, 5, 6, and 8",1
"Figures 1, 2, 3, 4, 5, 6, 7, and 8",1
"Fig 8B",1
"Text p.1059",1
"Figures 5, 6, Figures 2 and 4",1
"Table 1, Figures 1, 2, 3, 5",1
"Suppl Figure S1, figure 1A,B,C, Table IV",1
"Figures 6 and 7 and Tables 2, 4, and 5",1
"Figures 1 and 2 and Supplementary Table 8",1
"Figures 1, 2, 4, 5, 6 and Supplemental Figs. 1, 2, 3, 4",1
"Figure 1 and Table 1, 2",1
"Figure 5S",1
"Table 3, Text page 303",1
"Figures 1, 2, 3, 4, 5, 6, S1, S2, S3 and S4",1
"Figure 3 and Supplemental Figure S3",1
"Figures 4, 7 and 9",1
"Figure 3 and 4, Table 1",1
"Figures 2A,B and 3",1
"Figure 3, Table 2 and Figure 3",1
"Text p.24",1
"Figures 4, 5, Supplementary Figures 6, 7, Supplementary Tables 3, 4 and PDB 6XC9",1
"Table 1 and Figures 3 and 4",1
"Figure 3, table I",1
"Figures 2, 3, 5, Tables 2, 3, 5, and 7",1
"Figures 1, S2, S3, S4, S5, S6, S7 and Table S1",1
"Suppl Figure 4",1
"Figures 2, 4 and Supplemental Figures 1 and 10",1
"Figures 1, 2, 4A and 4B",1
"Figures 1, S2, S5 and S6",1
"Figures 5, S7, S10, S11, S12, and S13",1
"Table II, Figures 2, 3, 4 and 6",1
"Figures 1C and 7",1
"Figures 1, 4, 6 and Table 1",1
"Figures 2 and 6 and Supplementary Figures S1 and S3",1
"Figure 24",1
"Figure 5, 7",1
"Figures 4B&C",1
"Figures 4, 5, 7, Supplementary Figures S1, Table 1, Supplementary Tables S1, S5 and PDB 4JFE",1
"Figures 4, 5, 6, and S1",1
"Table 1, Figure 2, Supplementary Figure 5 and PDB 4Y1A",1
"Figures 2 and 3, supplementary figures 2, 4 and 6",1
"Figures 5D and 5G",1
"Supplemental Data 4",1
"Figures 2, 3B and 3C",1
"Figures 1, 2, 3, and table1",1
"Figures 2, 5, and S8",1
"Figure 3C, D",1
"Figure 1C, 2 A",1
"Table 3, Figures 2, 3, S2, S3, and S4, and PDB 7OW6",1
"Figures 1, 2, 5, 6, 7 and Supplemental Figure 1",1
"Figure 2, Figure 2, Supplementary Tables 5, 6, 8 and 9, Supplementary Figures 11, 12, 13, 16 and 20",1
"Figures 5, 6, S1 and S3",1
"Figure 5, 6, and 7",1
"Figure 4.a; 4b; 5.",1
"Text p.11274",1
"Figure 3 and Supplementary Figures 8, 9, 16 and 17",1
"Figures 5, S3, S5",1
"Figure 2, Extended Data Figure 3",1
"Figure 1, Table 1, Figures 2, 3, 4",1
"Figures 5, 6, Extended Data Figures 5, 6, Supplementary Tables 2, 3 and PDB 6PUF",1
"Text. p. 1500 and Tables 2 and 3",1
"Figures 2 and 4 and tables 1 and 4",1
"Figures 2, 3, S1 and S3 and Table 1",1
"Figure 4E and 5",1
"Figures 2, 3, 5, S3 and S10",1
"Figures 1, 3, 4, 5, and 6 and Supplementary Figure S3",1
"Figures 4, 5, 6, 7, Tables 1, 2, Supplementary Figure 5, Supplementary Tables 4, 5, 6 and PDB 7N1E",1
"Text page 205",1
"Figures 5 amd 6",1
"Figures 1, 3, and 4 and Table 1",1
"Tables 1, 3, Figures 4 and 5",1
"Figure 6D, 7B and 8B",1
"Figures 1, 4 and Supplementary Figure 5",1
"Figure 4, Tables 1 and 3",1
"Figure 2, Extended Data Figure 3, and Extended Data Table 4",1
"Figures 6, 7, Table S1 and PDB 6CXE",1
"Text p. 4868",1
"Figures 5, S4, S5 and S8",1
"Figures 1, 2, 3, 4 and Supplementary Tables S1 and S2 and PDB 1U3H",1
"FIgures 3, 4 and 5",1
"Figures 2, 5, 10, Supplementary Figure 1",1
"Figures 5 and 7, Table 1",1
"Figures 3, 6 and Supplementary Figures 2 and 6",1
"Figures 1, 2, 3, 4, S1 and S2",1
"Figure 26",1
"Tables I,  III, V and VII",1
"Figure 5 and Supplemental Figure 5",1
"Tables III, IV, V, Figures 1, 2, 3, 4",1
"Figures 1, 2, 3, 4 and Supplementary Figures 1, 3, 5, 6, 7 and 9",1
"Tables III, V and Figures 3, 5",1
"Supplementary Figure 3 and 4",1
"Page 24",1
"Figures 3, 5, Table 2, Supplementary Table S1 and PDB 5C07",1
"Table 1, 4 and Figures 1-3",1
"Figures 1, 4, and S1 and Supplementary Table 2",1
"Figures 3B and 3C, Tables 1 and 2",1
"Figures 1, 2, 3, 4, 5, Table 2, Supplementary Tables 1, 3 and PDB 4FTV",1
"Fig.2, Fig.3B, Table 2",1
"Figures 3 and 4 and Tables 1, 2, 3 and 5",1
"Figures 1, 4, Table S1",1
"Figure 1A-C",1
"Text p. 823",1
"Figures 1, 4, 6 and 10",1
"Table I (group C)",1
"Figures 1, 2, 3, 4, 6, 7, 8, 11",1
"Figures 1, 4 and Table S3",1
"Table 1 and  figure 4",1
"Figures 5, 6, Tables S5, S6 and PDB 6R0E",1
"Figrues 2A and 3B",1
"Figure 5, Dataset S3",1
"Figures 2, 3, 4 and S5",1
"Table 6, Figure 1c",1
"Figures 1, 3, 4, 5, 7, S2, S3, S5, S7, S8 and S9",1
"Figures 2B, 3A, and 3B",1
"Table 3, Figure S1 and S2",1
"Figure 4 and Tables 1 and 3",1
"Figures 1, 2, 3, results page 1370 and Table 2",1
"Figures 4, 5, Table 1, Figure 4",1
"Table 1 and Figures 2 and S19",1
"Figures 3 to 6, Table 1",1
"Figure 1a, 1c, 2a, and Table 1",1
"Figure 6C and S5",1
"Figure 1, Supplemental Figures S2 and S3",1
"Text page 676",1
"Table 1, Supplemental Figure 2",1
"Figures 3, 4, 6, S4, S5",1
"Figure 1, Tables 1 and 3",1
"Tables 1 and 2, Figures 1, 2, 3, and 4",1
"Figure 4e",1
"Figure 6 and Supplementary Figure S3 and S4",1
"Text, p. 5849",1
"Figures 2, 3A, S2A, and Table S2",1
"Figures 4, 5  and 6",1
"Tables III, IV, and Figures 1, 4",1
"Table 1, Figure 7A",1
"Figures 2B , 3A and 7",1
"Figure 5, 6, S10, S11, Tables S3, S4 and PDB 6CQL",1
"Figures 3b, 3d, 4, 5b and 5d",1
"Figures 2, 3 and Table IV",1
"Figure 4 and Table IV",1
"Figures 3, 4, 6, S6",1
"Figures 4, 7, Supplementary Figures 6, 7, Supplementary Tables 2, 3, 5 and PDB 8TRQ",1
"Figure 3, Supplementary Figure S9",1
"Figures 1, 3, 4, 5, 6 and Supplementary Figures 3, 4 and 5",1
"Figures 5, 6, and 7 and Supplementary Figures S2 and S3 and Table S2.",1
"Figures 4, 5, 6, Figure 2",1
"Table 6, Table 3, Figures 2, 3",1
"Figure 7 and S8",1
"Tables S1, S2, Figures 5, 6, 7, S5 and PDB 3QUZ",1
"Figures 1, 2, 3, S1, S7",1
"Figures 1-9",1
"Figures 2, 4, Supplementary Figure 2, Supplementary Tables 1, 6 and PDB 3SDC",1
"Online resource 4",1
"Tables 1 and 2 and figure 4",1
"Figures 5, 7, 8 and S1",1
"Figures 1, 2, 6, 7, and 8 and Supplemental Material Figures S2 and S3",1
"Figures S1, S2, 1, 2, 3, 4, 5, and 6",1
"Figures 2, 6, Tables 2 and 5",1
"Tables 1, 2, Figures 2, 3, Supplementary Tables S1, S2 and PDB 4QOK",1
"Figures 3 and  4",1
"Figures 2, 3, and S1",1
"Tables VI, Table IV and Table VI",1
"Figures 4, 5, Tables 3, S2",1
"Figures 1, 5, 8 and 10",1
"Figure 4, Figures 1, 2,  3 and 4",1
"Figure 2 and Supplemental Information Tables S1 and S2",1
"Figure5 C",1
"Figure 6F, Figure 7 and Table 2",1
"Figures 6, 7, Table S1 and PDB 6CXF",1
"Figure 4A,J",1
"Figures 6 and 7,  Table 2",1
"Figures S8, S9, S10, S11 and Table S4",1
"Figures 3, 4a, 5a, 5b, and 6",1
"Figure 3, Supporting Figure 6 and Table 1",1
"Extended Data Tables 2, 4, Extended Data Figure 6",1
"Fig. 8 A",1
"Figures 2, 3, 4 and Supplementary Figure 1",1
"Figures 4, S14 and Table 2",1
"Table 2, figures 1, 2, and 4",1
"Figures 2C and 4C",1
"Figures 3, 4 and 5A",1
"Tables 6-8",1
"Tables 1, 2, and 3, Figures 2 and 3",1
"Results text page 3185",1
"Figures 1, 2, 3, 4, 5, 6, 7",1
"Figures 3 and 5 and Supplementary Figure 3",1
"Tables 2, 3, 4, 5, Figures 1, 4 and 5",1
"Table 2 and Supplemantal Table 1",1
"Figures 2a, 3, 7, Supplementary Figures 3 snd 6",1
"Supplementary Tables 1, 2 and Figures 2, Supplementary Figure 1",1
"Figure 4A, B, 5",1
"Figures 2A,B,C, 3",1
"Figures 2, 6 and Table II, Table 1",1
"Figure 3, Table 2 and PDB 5SWS",1
"Figure 2,3,4",1
"Figures 6, S10 and S11",1
"Figures 9B and 9C",1
"Tables 1, 2 and 6",1
"Figure 3A, Figure3B, Supplemental Figure 1",1
"Figures 1, 8, 9",1
"Figure S4 and S5",1
"Text page 4571, Figure 4, 6",1
"Figures 6 and 7 and Supplementary Figure S7",1
"Figures 1, 5B and Table 2",1
"Figures 4, 5, S3B-D, S4",1
Figure4,1
"Figures 1, S1, 2 and 6",1
"Figures 1C, 1D, 1E, 5A and Table 1",1
"Figure 7 and Supplementary Figure S3",1
"Figures 3-5, S1, S3",1
"Figures 3, 4B and Table II",1
"Tables 5, 6, Figures 1, 2",1
"Tables I, III, Figure 6, Supplemental Figure 4 and PDB 4L8S",1
"Tables I, II, III and figures 1 and 2",1
"Supplementary Figur 5",1
"Figures 3, 4, 7 and 8",1
"Figures 2, 3, 4, 5, and 7",1
"Figures 5, 6, Supplementary Tables 1, 2, Supplementary Figures 3, 4 and PDB 4LHU",1
"Figures 2, 4, and Table 1",1
"Text, page 245",1
"Figure 2C, E",1
"Figures 5, 6 and 7, Table 3",1
"Figures 1B, 3, Tables 1 and 2",1
"Figure 5, Table S1 and PDB 4PJI",1
"Figures 4, 5, 6, 7 and Supporting Information 1",1
"Figure 3, Figure 5",1
"Figures 2b, 3",1
"FIGURE 2B,C,D",1
"Tables S1, S2, Figures 6, 7, 8 and PDB 4WO4",1
"Table 3 and Figures 1, 2 and 4",1
"Figures 4, 8, S2",1
"Figures 2 and 3 and Supplementary Figures S2 and S3",1
"Figure 10b, Figure 10a",1
"Table 2 and figures 1, 7",1
"Figures 2B and S1, Table S1",1
"Figure 3, Supporting Figure 1",1
"Figure 1; Tables I, II and III",1
"Figures 1, 2, 3, 4 and 7, Table 1",1
"Additional file 4",1
"Figures  2, 3 and Table 3",1
"Figures 5, 6, S2, Tables S2, S3 and PDB 3ARF",1
"Tables 3 and 4, figure 2",1
"Figures 3B, 3E, 4B, 4E, and 5H",1
"Figures 1, 2, 3, and 4, Tables 1 and 2",1
"Figure 4, Table 2, Supptemental Figures 3, 4, 5",1
"Figures 2, 4, 7, 8, and 9",1
"Figures 5, 6, Extended Data Figures 5, 6, Supplementary Tables 2, 3 and PDB 6PUI",1
