as_location,occurrences
"Figures 2, 3, 5 and 7, Figures 7 and S4",1
"Table II, Figure 6 and Spplementary Figure 3",1
"Figure 7 and S7 Data",1
"Table 2, Figures 4, 5, S1, Supplementary Table 3 and PDB 4OZG",1
"Table V and figure 5",1
"Text p 5914",1
"Figures 1, 3, 4, 5, 7",1
"Figures 1, 2, 3, 4, 5, Supplementary Figures 3, 4 and 5",1
"Figures, 1, 4, and 6 and Supplementary Figures 4, 6, 7, 9, and 10",1
"Figures 2, 3, 6, S2, S5, S7, S8, and S12",1
"Figures 5, 6, Extended Data Figures 5, 6, Supplementary Tables 2, 3 and PDB 6PUH",1
"Table 3, Figures 2, 3, Table 6",1
"Figures 1, 2C, 3C and 4",1
"Figures 1, 2, 3 and 4, Table 1.",1
"Fig. 6 A",1
"Figures 4 and 6, Table 3 and ESM Table 5 and ESM Figure 2",1
"Figure 7B, Figures 3, 5, and 6",1
"Figures 1, 4, and 5, Table 1, Supplementary Table 1",1
"Figure 1 and text p. 163",1
"Figure 5 and Supplementary Table SI",1
"Figure 3B, Figure 4B",1
"Figures 6, 7, Table S1 and PDB 6CX7",1
"Figures 1C and 3",1
"Figures 3E, S4E",1
"Table 4  and Figure 2",1
"Tables 1, 3 and figure 1",1
"Figures 1, 5, 7, S3, S4",1
"Figure 2, Table 3, Table 4 and Figure 3",1
"Figures 1, 2, 4, and Supplementary Figure 2",1
"Figures 1 and 5 and Supplementary Figure S1",1
"Tables 1 and 3 and Figure 1",1
"Figures 1B and 3C.",1
"Figures 1, 2, 3, 5 and 7",1
"Figures 2, 1, Supplementary Figure 10",1
"Figure 36",1
"Tables 1, S3, S4 and Figure 1",1
"Figures 1, 3, 5, 7, and Supplementary Material Figures S8, S10, and S11",1
"Table 2 and Figures 2-5",1
"Figure 2.D-E.",1
"Figure 2, 4 and 5",1
"Table 1, 4-5",1
"Figures 2, 3 and S4",1
"Figure 4 and Supplementary Figures S6 and S7, Supplementary Figure S3",1
"Figures 3, 5, Table 2, Supplementary Table S1 and PDB 5C0B",1
"Figures 2 and 4,  table 1",1
"Figures 1, 2, 3, 4, Table 1 and PDB 7PDW",1
"Figures 1, 3, 4, S, S3, S4, and S5",1
"Figures 2, 3, 4, 5, S2 and S3",1
"Figure 38",1
"Figures 1, 2, 3, and 4 and Supplementary Figures S2, S4, S5, and S6",1
"Figures 1, 2, 3, S1, Table 1, S1 and PDB 3TA3",1
"Table 3, Table 4 and Figure 3",1
"Tables 2, 4 and Figure 1",1
"Figure 2 and Tables 3 and 5",1
"Figure 7 and Table1",1
"Figures 6 and S8",1
"Figures 1, 4, 5, 6 and 7",1
"Table 2, Figures S4, S5 and Table S1",1
"Figures 2, 3, and 4 Supplemental Figure 1",1
"Figures 1, 2, 4, Extended Data Figures 2, 4",1
"Figure 7, Figures 2 and 7",1
"Supplementary Table 1 and Figures 1, 2, 3, 4, 5, 6, S2, S6, S9, S10, S11, S13",1
"Table 1 and Figures 1, 5",1
"Figures 3, 4, 7, Supplementary Figures 2, 4 and Table 1",1
"Figure 8K",1
"Figures 1, 3 and 5, Tables 1 and 2",1
"Figure 2B, S1",1
"Figures 2, 3, 4, 7, S1 and Table 1",1
"Figures 1,2, 4, and 5",1
"Table 1 and Figures 2 and S10",1
"Figures 2A,C, 4B,C, S4, 5, 6F",1
"Text p.1905",1
"Figure 2D (14C90)",1
"Figures 1, 2, Supplementary Figure 1",1
"Figures 1A, 2B, 2C, 3D and 3E",1
"Figures 1, 2, 3, 4, 5, Supplementary Figures 2 and 6, and Supplementary Tables 2 and 3",1
"Figures 1, 2, 3, 4, abd 5, table II",1
"Figures 3 and 4, Figure 1",1
"Figures 1, 2, 3, 4, S3, S4 and Dataset S1",1
"Figures 2, 4 and table 2",1
"Figures 3, 5, 6 and 8",1
"Figure 3h, and Table 3",1
"Figures 1 and 4 and Table 1",1
"Figure 3, Figures 1, 3-4, Table I and III",1
"Figures 1, 2, 3, 4 and Table 1, Supplemental Table 2",1
"Figures 3, 6, and S3",1
"Figures 1, S3, S4, and Table S8",1
"Figures 7 and S6",1
"Figures 4, S1, 5, 6, 8, and 9, Table S1",1
"Figure 4, 5 and Supplementary Figures 10, 11, 12, 13, 14, 15 and 16",1
"Figure 4, S10F",1
"Figure 4G, 5E and 6",1
"Figures 1 and 4 and Extended Data Figures 2 and 3",1
"Figures 3, 4, Spplementary Figures 1, 6, Tables S1 and S3",1
"Figures 1, 3, 5, 6, Tables 1 and 2",1
"Figures 1, 2, 3, 4, Supplementary Figures 1, 2 and Table S1",1
"Tables 2, 4, 5 and 9",1
"Table 3 and Figure S1",1
"Figures 2 and Table S1",1
"Figures 3, S4 and S8",1
"Figures 3c, 6f, Supplementary Figures 10e, 11c, 15e, and 17b",1
"Figure 7G,H",1
"Table 1, Figure 4 and Supplemental Figures S1, S2",1
"Figures 3, 7, and 9",1
"Figures 1 and 2, Tables 1 and 4",1
"Table 3, Figure 2, Supplemental Figures 3, 4 and Supplemental tables 1, 2, and 15",1
"Table 2 and Figure 2B",1
"Figure 5 and 7",1
"Figure 3A and Supplementary Figure 1",1
"Figures 2, 4, 5, 6, Table 2  and Supplementary Table 1",1
"Figure 1, Table V and text. p 1143",1
"Table 5 and figure 4",1
"Figure 1 G and Figure 3 E",1
"Figure 4 and Supplemental Information Figure S2 and Table S3",1
"Figures 1B, 4, Figure 1A",1
"Table 6 and Figure 5",1
"Figures 1, 2, 3, tables 1, 2",1
"Figures 1, 2, 5, 7",1
"Figures 2, 3, 5, 6, 7, 8, and 9, Tables II and III",1
"Suppl Table I",1
"Tables II, and IV",1
"Figure 1, Supplementary Figure 9, Supplementary Table 3",1
"Figure 1, Table 1, and Supplemental Table 1",1
"Figure 1 and Supplementary Table 8, Figure 1",1
"Table I, Figures 2, 4",1
"Tables 2, 5, S3, S4, Figures 1, 2, S1",1
"Figure 6 and Supporting information figure 4",1
"Figure 1D and 1E",1
"Tables VI, VII, VIII, IX, X",1
"Figures 1, 2, 3, 4, 5, S1, S2, S3 and S4",1
"Figure 2b and Table 3",1
"Figures 3, 4, 5, 6 and Supplementary Figure 1B",1
"Figures 2, 4, 6, Supplementary Figures 5 and 6",1
"Figure  1, Tables 1 and 4",1
"Table III, Table IV",1
"Table 4C",1
"Table VII, Table V",1
"Figure 2B and table 1",1
"Figures 1, 2, 4, 6 and S1",1
"Fig 6, Fig 1",1
"Figure 3 and table 5",1
"Figures 2D and 5C",1
"Figures 2, 4 and Supplementary Table S2",1
"Figure 2 , Supplementary Figure S6, S18 and  SupplementaryTable S1",1
"Table 3, Suppl Figure 1",1
"Figures  3, 4 and Table 1",1
"Figure 5A, Figure 2B",1
"Figures 6, 7, and S12",1
"Figure 6B, frame d",1
"Tables 1 and 2a, Figure 2",1
"Figure 5, Figure 3, Figure 4",1
"Figure 5 and Supplementary Figure S1",1
"Tables 2, 3 and Figure 3",1
"Figures 1D, 1F, and 2F",1
"Table 1, Figures 2, 3, 4, 5 and PDB 5D2N",1
"Figure 4, Table S7 and PDB 5HHM",1
"Tables 1, 2, Figures 1-3",1
"Figures 1J, 2A, 2B, 2C, S2D, S2E, S2F, S2G, S2H, S2I, S2J, 3E, and S3D",1
"Figure 4, 5, 6 and 7",1
"Figures S6 and S10",1
"Figures 3, 4, 6, Table 1, Supplementary Figure 5 and PDB 5JHD",1
"Figures 2, 3, 4, 5, Supplementary Tables I, II and PDB 3SJV",1
"Table 1, S1, Figures 1, 2, 3 and PDB 3HE7",1
"Figures 2b, 3a, 6, S1 and S2",1
"Figures 1, 5, 6, and 7 and S6",1
"Figures 3, 4 and Table 5",1
"Figures S3, S5, S6, Tables S2 and S5, and PDB 7LLJ",1
"Figure 1B and C",1
"Figures 7, 8B and Table 1",1
"Table II, Figures 2-4",1
"Figures 1, 2, 3, 4, 6, S3, Tables S1, S2, S3 and PDB 2OI9",1
"Figures 3, 4, 8",1
"Figures 3-8",1
"Figure 7i, S7",1
"Figures 1, 2, 3, 4, and 5 and Supplementary Figure S1",1
"Figure 2 A, Table 1",1
"Figure 7 and text P. 1131",1
"Figure 2,  Extended Data Figure 3",1
"Table 4, Figures 2B and 3",1
"Figure 2 and  Supplementary Figure 2",1
"Table I, figures 3, 4, and 7",1
"Figures 1, 2, 3, 4, 5, 7, 8 and S1",1
"Figures 3, 4, 5, Table 2, Supplementary Table 1 and PDB 6AVG",1
"Table 1 and Figures 2, 3, 4, 5 and PDB 1G6R",1
"Figures 1-3, table 1",1
"Figure 1, 2, Supplemental Figures 5, 14 and Supplemental Table 5",1
"Figure 3A and Suppl figures S1, S2",1
"Figures 2, 3, 4, Supplementary Figure 1",1
"Figures 1, 2 and 5 and Table 1",1
"Figure 5B and Supplementary Figure 2",1
"Figures 7, S8 and S9",1
"Figures 1, S1 and S4",1
"Figure  2, 4 and 5",1
"Figures 2, 5, 10, Supplementary Figures 1, 3",1
"Figure 1a and Figure 4",1
"Figures 2, 3, 4 and supplementary figures 2, 3, 4, 7, and 8, supplementary tables 9, 10, 11",1
"Figures 1A, 1B, 1C, 2B, 2C, 3, 4",1
"Figure 22",1
"Figures 6, 8 and Table III",1
"Figures 6, 7 and Supplementary Figure 7",1
"Figures 1, 4, 5, Extended Data Figures 4, 5",1
"Figures 1D, 2, 3 and Table 1",1
"Figures 1B, 2, 3",1
"Results page 1658 and Table III",1
"Figures 1, 2, 3, and S2",1
"Table 2, 3, 4 and Figure 5, 6, 7",1
"Figures 2, 3, 4, 5, S2, and S4",1
"Text p. 95",1
"Table 2, Figure 4 and PDB 2J8U",1
"Results, page 3854",1
"Figures 1and 3A",1
"Figure 5 and Tables 3 and 5",1
"Figures 2, 4 and Table S4",1
"Table 2, S1, Figures 3 and 4",1
"Figures 1 and 2, Table 1B",1
"Figures 2, 4, 6, 7, 8 and 9",1
"Figures 1, 2, 4 and Table S3",1
"Text page 1319",1
"Tables IV, V and X",1
"Figures 2B, 3B, 4B and 5B",1
"Figures 1, 2, S7, Table S1",1
"Figures 2, 5  and S1",1
"Figure 3d-f",1
"Table 1 and Figures 2 and S7",1
"Figures 4, S4, S6, S7, S8, Tables S4, S5 and PDB 6VMA",1
"Figures 5 and table 1",1
"Figures 3B",1
"Figure 2B, Supplemental data A and D",1
"Tables 1, S1, and Figure 4",1
"Table 1, Figures 1, 2, S2 and PDB 5E9D",1
"Table 1 and Figures 2, 3, 4, 5, 6, 7, and 8",1
"Figures 2A, 6A and S3",1
"Figure 2B and 3D",1
"Figures 1, 2, 3, 4, 5, 6, 7, 8, Supplemental Figures 1, 2, 3 and 4",1
"Figures 2 to 4, Table 2",1
"Figures 1, 2, 3, and 4  and Supplementary data Figures S1 and S2",1
"Figures 1, 2, 6, and 7",1
"Figures 2b anad 2d",1
"Figures 3, 5A and 7",1
"Tables 1, S8, S9, Figures S2 and S12",1
"Figure 3e, Figure 3, Table S1",1
"Figures 3, 5, 7 and Supplementary Figures 3 and 4",1
"Figures 1, 2, 3, 5, S2, S3, S6, S10, S11 and S12",1
"Figures 1, 2, 3, 4, 5, 6, 7, Suppl Figures 3, 4",1
"Figures 1c, S1, 4",1
"Text p. 2514, Figure 5",1
"Table 3, Figures 2, 4, 6, 7 and 8",1
"Figure 2 and supplementary figure 1",1
"Figures 2d and 4",1
"Figure 1, Supplementary Figure S4",1
"Figures 1, 5 and Supplementary Figure 1A",1
"Figures 2A, B and 3C.",1
"Figure 5, Supplementary Figures 6",1
"Figures 3 and 5, table II",1
"Figures 5, 6, 8 and 9",1
"Figure 3and Supplementary Material Figures S5, S6, and S7",1
"Figure 4 and Supplementary Figure 4, 5",1
"Figure 1,2,3,6 and S2",1
"Table 3 and Figures 1, 3, and 4",1
"Tables II and VII",1
"Figures 2a and 2d",1
"Figures 2, 3, and 6 and Supplementary Figures 2 and 3",1
"Figure 4 and Supplemental Information Figure S3",1
"Figures 1, 4, 6 and Supplementary Figure 3",1
"Text p. 2876",1
"Figures 1, 2, 3, 4, 5, Table III and PDB 1FYT",1
"Tables I, II,and III",1
"Table 1, Figures 3, S1",1
"Figures 1, 4, 5, and Tables 2, 3 and 5",1
"Figures 1, 2 and Tables 1 and 2",1
"Figure 4 and Supporting Figure 8",1
"Figures 2, 3, 6, 7, Supplementary Figures 1 and 2",1
"Tables 2, 3, 4, figures 4 and 5",1
"Figures 4, 5 and 6A",1
"Figures 4, 5, 6, Supplementary Figures S4, S5",1
"Figures 2D, 3A and 4C",1
"Figure S2B, S2D",1
"Figure 1G,H",1
"Text page 8310",1
"Tables 1, 2, and 3, Figures 2, 3, and 7",1
"Figure 5 and Tables 3 and 4",1
"Figures 1, 2, 5, 6, S2, S3, and S6",1
"Figurse 4 and 6",1
"Figures 1-5, 7 and 8",1
"Figure 6, Figure 1",1
"Text p.198",1
"Tables 2 and 4C",1
"Figure S2, Table 1",1
"Figure 7A,C",1
"Tables S1, S2, Figures 6, 7 and PDB 5D7L",1
"Figure 3 a, b",1
"Figures 1C, 2, and 3",1
"Figures 1, 2, 3, Table 2",1
"Supplementary Figure S2 and Tables1, S2, and S3",1
"Figure 3, Extended Data Figures 3, 4, Supplementary Table 1 and PDB 6UK4",1
"Tables 1, 3, 4, 5, 6 and 8",1
"Figures 5, S2, S3",1
"Figures 6, 7, S9",1
"Figures 2, 4B and 6B",1
"Figure 1, 2, Tables 2, 3 and text p. 4494",1
"Figures 3A, B,C, 4D,E, 6, 8B and Supplementary Figures 1, 2, 4, 5",1
"Suppl figure S1b, Figure 5a",1
"Figures 1b&e",1
"Table 1, Text p 462",1
"Figures 2, 3, Table 2, Supplementary Tables S1, S2 and PDB 6EQA",1
"Figure 1A and Table 2",1
"Figures 2 A, 3 A, 3C, 3E, 4A, 4C",1
"Figures 1, 2, 3, 4A, 5A and 6",1
"Figures S2, 3",1
"Figure 6, Figure 3, Figure 6",1
"Figures 6, 7, Table S1 and PDB 6CW9",1
"Figures 5 and 6C",1
"Table 1, Figures 2, 4",1
"Results, page 3833, Results, page 3832",1
"Table 1, Figures 3 and S8",1
"Figure 7 and Figure 3-supplement 1",1
"Figures 3, 4 and S7",1
"Text p. 2805",1
"Figures 5, 6, Supplementary Figure 7, Supplementary Table 5 and PDB 5U2V",1
"Figure 5 and S13",1
"Figure 7, Table S2 and PDB 4PJB",1
"Figures 4, 6, 7 and Supporting Information 1",1
"Figures 2, 3, 4, 5, 6, Supplemental Figures 1, 2, 3, 4, Supplemental Table 1",1
"Figure 1, Table 1, Table 3",1
"Figures 2A and 2C",1
"Figure 1 A, C",1
"Figures 2, 4 and Supplemental Figure 5",1
"Figures 1, 2, and 3 and Tables 2 and 3",1
"Figures 3, 4, 5, 6C, 7 and 8, Table 2",1
"Text p.24 and Table 5",1
"Table 1, Figure 3 and Extended Data Figure 2 and Supplementary Table 1",1
"Tables 2, 3 and 4, Figure 1",1
"Figure 2 and Figure 4",1
"Figure 1 a B and Figure 2C",1
"Figure 5.c.",1
"Tables V, IX and Figure 1",1
"Figures 6 and 8 and Results page 4322",1
"Table I, Figure 2, Table III",1
"Table 2 and 4, figures 1 and 3",1
"Figures 1, 2c, 3, 4, Tables 1, 3 and 4",1
"Figure 3B, 3C",1
"Figures 5, 6, Extended Data Figures 5, 6, Supplementary Tables 2, 3 and PDB 6PUG",1
"Extended Data Figure 3, Extended Data Figure 3",1
"Figure 1E,F,G,H",1
"Figures 4, 6 and Table II",1
"Text page 2166",1
"Figure 8, Table 2",1
"Table 1 and  Figure  2",1
"Figure 5 D",1
"Figures 1, 2, 4, and 6 and Tables 1 and 2",1
"Figure 3A, Figure 5",1
"Figures 1, 2, 4, 5, 6, Table 1, Suppl Figure 1",1
"Figure 2, Table 3 and Supplementary Figure S2",1
"Figures 1, 3, 5,6 and 7",1
"Figure 3E, Table 2",1
"Figures 1, 4, S2, S5, S7, and S9",1
"Figure 7, Supplemental figure S1",1
"Figures 1, 2, and 7 and Tables 2, 3, and 5",1
"Figure 6 and text page 6",1
"Figures 1, 2, Tables 3 and 4",1
"Figures 1-3, Tables I and II",1
"Text p. 412",1
"Table S1, Figure 5 and PDB 5D7I",1
"Figures 1, 2, 4, Tables 2, S1 and PDB 6DFW",1
"text page 1148",1
"Text p. 10",1
"Figures 2, 3, 4, 5, Table 2Tables S1, S3, S4 and PDB 7RM4",1
"Figures 5, 6, 8 and 9, Figures 3, 4, 7 and 9",1
"Figure S3, Table S4",1
"Figure 7, Table S2 and PDB 4PJD",1
"Tables 1, S1, Figures 3, 4, 7, S1 and PDB 4IIQ",1
"Tables S1, S10",1
"Figures 1, 2, 3, 6, 8, and 9",1
"Supplementary Figures 2, 4",1
"Supporting Information Figure S5",1
"Figures 1, 2, 3, 4, 5, 6, 7, Supplementary Figure 1",1
"Figure 3b, and Table 3",1
"Figures 1, 2, 3, 5, 6, Table I",1
"Table III, Figures 1, 2",1
"Figures 1, 4 and  Supplemental Figure 2",1
"Extended Data Figure 7 and Supplementary Figure 9",1
"Figures 1C and 6",1
"Figures 2, 5, and 2S",1
"Table 2, Figure 1a",1
"Figures 3, 4, S9",1
"Figure 2C, text page 6, Table 6",1
"Table 1 and Figures 2 and S17",1
"Figure 2D and S3",1
"Table 3B",1
"Supplemental Information Figures S1 and S6",1
"Figures 1, 2 and Supplementary Figure 2, Table 1",1
"Supplementary Figure 6b",1
"Text, Table 1, Figure 1, 3",1
"Figure 4 and Supplementary Figure S4",1
"Figure 5 and 7B,C",1
"Figures 1, 2, 3, 4, S1, Tables 1, S1 and PDB 3O8X",1
"Text p1674",1
"Figures 1 and 2, Text page 1418",1
"Figure 4 and Supplementary Figure 12",1
"Figure 2, tables 1 and 4",1
"Figures 4A, 4B",1
"Figure S6D",1
"Table II, III, Figures 1, 2, 3, 4, 5, Supplemental Figures 1, 2 and PDB 3QEQ",1
"Figures 4E, 7I",1
"Figures 1B, 4B, 5, 6, 7A, 7B, 7E, 7F",1
"Figure 6 C,D",1
"Figures 1-7, Table 1",1
"Figure 5, Supplementary Figures 7 and 8",1
"Figures 2, 3, 4 , S3, S4 and Table S3",1
"Tables 1 and 2b, Figure 2",1
"Figures 1, 2, 3, and 6, Table 1",1
"Supplemental Figure 1E",1
"Figure 5 and Supplementaray Figure 6 and Supplementaray Table 4",1
"Figures 3, 4, Supplementary Figures 2, 3, 4 and 5",1
"Supplementary Figure 2B",1
"Figure 3a and 4",1
"Fig. 8 B",1
"Figure 2, 5, S1B",1
"Figures 2B, 3A and 5",1
"Figures 1, 3, 5 and S1",1
"Figures 4, 5, 9",1
"Tables I and IV.",1
"Figure 4A, 4B and Table I",1
"Figures 3, 5, and S8",1
"Figures 1, 2, 3, 4, 6, Supplemental Figures 1 and 2",1
"Figure 5, Suppl S4",1
"Figures 1, 2, S1, S2, S3, S7",1
"Figures 2D, E, 3F",1
"Figure 6 and text page 130",1
"Figures 1, 2 and 4, Table 1",1
"Figures 2, 3, 4, 5, 6, and 7, Tables I and II",1
"Figures 2, 5, Supplementary Figures 8, 11, Supplementary Table S6",1
"Figure 1c, Table 3",1
"Figure 3A and Table 3",1
"Tables V, VI and IX",1
"Figures 2, 7, 9B and Table 1",1
"Figures 2, 3, S1, S7",1
"Figures 2A, 3B and 4B",1
"Figures 1, 4, 5, 6, S2",1
"Figure 6A, frames e and g",1
"Table 1 and  figure 3",1
"Figure 2 and Suplemental data 7",1
"Figures 1, 5 and Supplementary Figures 4, 5",1
"Figures 3, 5, and 6.",1
"Tables 2 and 3, Figures 2, 4, and 5",1
"table II",1
"Figures 3 and 4 B&C",1
"Figures 1, 2, 4, and 5 and Table 1 and Supporting Information Figure S2",1
"Figures 5, 6C, 8 and Table 6",1
"Figure 6 and Supplemental Figures 4 and 6",1
"Figures 1, 4A, Tables 1 and 2",1
"Figures 4, 8 and table III",1
"Figures 1a",1
"Figures 2 and S1A",1
"Figures 5D and 6D",1
"Figure 3, Supplementary Figures 3, 4, Supplementary Tables 1, 3 and PDB 7NMF",1
"Supplementary Dataset 4b and Extended Data Figure 4",1
"Table S1, Figures 5, 7, Data File S1",1
"Tables 7 and 8, Table 7",1
"Table 3 and Figure 2, 3 and 4",1
"Figures 2C, 2D, 3B, 3D and 5C",1
"Tables 1 and 3, Figures 1, 2 and 5",1
"Figures 1 and 2 and Extended Data Figure 2",1
"Figures 3A, 5A,  and 8A",1
"Text, page 1828",1
"Table 5, Table 6",1
"Table 1, Fig 2A, Fig 3A",1
"Table 2,  figures 2, 6 and 8",1
"Table 2, figures 3 and 5",1
"Figures 1, 2, 3, 4, Supplementary Figures 1 and 2",1
"Figures 1B, 2A, 3A and 5",1
"Figure 5, Figures 2, 3, 4, and 5",1
"Figures 4A and 6A",1
"Figure 1-3 and Table I-IV",1
"Figures 2A, 4, 5 and 6",1
"Figures 2, 3, 4, Table I, Supplemental Tables II, III and PDB 4MJI",1
"Figure 3, Supplementary Figures 4, 5, Supplementary Table 1 and PDB 4MVB (v1.0)",1
"Supporting Figure S2",1
"Figures 1, 2, 3, 5, 6, Supplemental Figures 1 and 2",1
"Table 2, Figures 4B and 6",1
"Figures 2, 3, and Table 1",1
"Tables 1, 2, Figures 3, 4, 5 and PDB 4Y2D",1
"Tables I and III, Figure 3",1
"Figures 1 and 2, tables I, II, III, and IV",1
"Figure 5K, L, 9",1
"Figures 4, 6E,F and 7",1
"Figure 4, S2",1
"Figures 2, 3, Supplementary Figure 4 and Supplementary Table 3",1
"Tables 3 and 4 and Figures 1 and 2",1
"Figures 2A,B and 4",1
"Figure S2 and text page 9180",1
"Figure 4, 5A,B and 6",1
"Figure 6A, Figure 3",1
"Figures 5, 6, 7, and 8 and Table 2",1
"Figures 1, S2, and S9",1
"Figures 1, 2, 3, 6 and Table S4",1
"Figures 4, 5 and Tables 1 and 3",1
"Figure E4 and E7",1
"Figures 2B, 8B, 8C and Table I",1
"Figure 1D, Table 2, Figure 1C",1
"Figures 1, 4, 5, 6, and 7 and Table 2",1
"Figures 2 and 3, tables 1 and 3",1
"Table 1, 3, S4",1
"Figures 1, 3, 4 and Table II",1
"Figure 3d and 5b",1
"Figure 3A and 5",1
"Tables I and IV, Figures 2 and 3",1
"Table 2 and Figure 5 and Supplemental Table S5",1
"Tables V, VIII",1
"Figure 2, Tables 2, 3",1
"Tables 6, 7, 9 and Figure 1",1
"Figures 5, 6, S2, Tables S2, S3 and PDB 3ARB",1
"Figure 2,3, 4, Table S1",1
"P. 646",1
"Table 1, Figure 9",1
"Fig.1, Fig.2",1
"Figures 1, 5 and 9",1
"Figures 2, 3, 4, 5, Supplemental Figures 5, 6, 7, 8, 10",1
"Figure 3A and Table 1",1
"Figures 1, 2, 3, and 4, Table III",1
"Figures 1, 3, 4, and 7",1
"Tables IV and VI, Figure 1",1
"Figures 7 and S12",1
"Table 3, Figures 3, 4 and PDB 2ESV",1
"Figures 1, 2, 3, Table 1, supplementary figures 1, 2, 3, and 4",1
"Figures 2, 3, 5 and tables I and II",1
"Figures 1, 2, 6, 7, and 8 and Supplemental Materials Figure S2 and S3",1
"Figures 2, 4, S4, and S5",1
"Figures 2 to 9",1
"Figure 2.D.",1
"Figure 9, Table IV",1
"Table 1 and Figure 3, Table 1",1
"Table 1, Supplementary Figures 3, 5 and 6",1
"Figures 1, 2, 3, 5, 8 and Table 1",1
"Figures 1, 3, 5, Supplementary Figure 3",1
"Figures 2, 3, S2, S3 and PDB 3H9S",1
"Figure 3E,D",1
"Figure 3C and 5C",1
"Figures 2, 3, 4, S3",1
"P.526, P.526 and Figure 3c",1
"Table 2, Figures 2, 5",1
"Figures 2, 3, 4, 5, 7",1
"Figures 1, 2, 4A and 7",1
"Figure 1, Supplementary Figures 1 and 15",1
"Figure 1B and 2B,D",1
"Figure 1 and S9",1
"Figure 1C, E, F",1
"Figures 2-4, Table 1.",1
"Figures 3C, 3D and 3E",1
"Figures 1, 2, and  4",1
"Figure 3g, and Table 3",1
"Tables 1 and 2 and Figures 1, 2, 3, 4, 5, and 6",1
"Figure 2C (14C90), Figure 2A and 2B (14C90)",1
"Figures 2, 3, 4, 6 and 7 and Table 3",1
"Table 1 and Figures 2 and S26",1
"Figures 3 and 4B, E",1
"Supporting information figure 2",1
"Figures 2, 3, Supplementary figure 10",1
"Figure 1, Supplementary Figures 2 and 3",1
"Table 3 adn Figure 7",1
"Figures 5A and 6",1
"Figure 1 and Table 3 and Results Page 5 and Supplementary Tables e-1, e-3, and e-4",1
"Figures 2C, 3C, and 4, Figures 2C, 3D, and 4",1
"Figures 2, 3B, 4A and 5",1
"Supplementary Figure 1D, figure 4B",1
"Table 2, Figure 1b",1
"Figures 1 and 2, Table I and III",1
"Figures 5a, 5d, 6a, 7a, 8a",1
"Figures 2, 5, S8, S9",1
"Figures 8H,  8I, 9G and 9H",1
"Figures 5, 7 and 8",1
"Figures 2, 3 and Supplementary Figure 4",1
"Figures 4, 6, 7 and Table 2",1
"Figure S2, Figure 3, and Table 1",1
"Figure 1 and  text",1
"Figures 3, and 4, Table 1",1
"Table 1, Figures 1 & 2",1
"Figures  7",1
"Figures 1, 7c and 8",1
"Figures 1, 3, 6, and 7 and Supplementary Figures S2 and S5",1
"Figures 1, 2, 4, 5, 6 and Supplemental Figure 1",1
"Figures 1, 4, 5 and Table 1",1
"Figures 1, 2, 8, S5, S7 and S9",1
"Figure 6, Supplementary Figures S2, S3, S4, S5, S11, S13, S14, S15",1
"Figures 2, 3, Supplementary Figure 3",1
"Figures 1, 2, 3, and 4 and Supplementary Figures 1 and 2 and Table 2",1
"Tables I, II, Figures 2, 5, 6, 7 and PDB 3O6F",1
"Figure 4, Supplementary File 1 and File 2 and PDB 7SU9",1
"Text p. 246, Figure 1, Tables 1, 2",1
"Figure 2, Extended Data Figure 2",1
"Table I, Figure 1 and PDB 2BNQ",1
"Figures 1, 4, 5, 6, and 7",1
"Figure 1 and Supplementary Figures 1 and 2",1
"Figure 2 and  Supplementary Figure S1, S2",1
"Text p. 1536",1
"Table I, figures 3, 4, 6 and 7",1
"Figure 4, Supplementary Figures 1, 3, Supplementary Table 4 and PDB 6AM5 (v1.0)",1
"Figure 2, Supplementary Figure 8, Supplementary Table S6",1
"Figures 1, 2, and 3 and Figure S3",1
"Figures 1, 2 and 3, Table 2",1
"Figures 2 and 4 and Table 3",1
"Figure 7, Figure 1A, Figure 1B, Figure 5A, Figures 2 and 3",1
"Figure 2 and Supplementary Figures 11, 13",1
"Figure 4 and supplementary figure 2",1
"Table III (group A), Table I (group A), Table II (groups A and C), Table III (group C), Table I (group B), Table III (group B)",1
"Figures 1F, 3, and 7",1
"Figure 1 and tables 1, 2, 3, 4, and 5",1
"Figure 6B, frames b and c",1
"Figures 4, 6, and 7A",1
"Figure 3D, 4D",1
"Supplemental Figure 3 and Supplemental Table 5",1
"Figures 2, 3, 4, 5, 6 and 7, Tables 1 and 2",1
"Figures 3B an 6C",1
"Figures 1A, 3A, and 7, Tables 1 and 2",1
"Figures 3, 5, S1, S2, S3, S4, and S5",1
"Figures 1, 2, 3B, 4B and 6",1
"Figures 3B, 4B and S5A",1
"Figures 1, 2, 3, 4, Table 2, and supplemental figure",1
"Tables 1, 2, Figure 3",1
"Figures 1, and 9",1
"Figure 3-8",1
"Figure 4 and Supplementary Figure 7",1
"Table 1, S1, Figures 4, 5, Supplementary  Figure S1 and PDB  3VWK",1
"FIGURE 3B,C,D",1
"Figure  S3, S6a",1
"Table III-IV and Figure 5-7",1
"Table VI and Figure 1",1
"Figures 3, 4, 5, 6, 7, Tables 2, 3 and PDB 6XQP",1
"Figures 2a, 2c, 2d and 4",1
"Figure 2,3",1
"Tables I, II, Figure 1",1
"Figures 2A, 2B, 3A, 3C, 4A, 4B and 4C, Table II",1
"Figure 2, Figure 1, Figure 2, Table IV",1
"Figures 2, 4, 5, S1 and S2",1
"Figures 1 and 3, Figure 1",1
