as_location,occurrences
"Figures 1, 2, 3, S1, S2, S3, S7, Table S1 and PDB 7AKJ",1
"Tables 1, 2, 3, Figures 3, 4 and PDB 3HNV",1
"pg. 2380",1
"Figures 1, 2, 4, 5 and Table 4",1
"Table 3, Figure 3 and PDB 5FUO",1
"Table I,  figures 6 and 7",1
"Figures 1, 6, Supplementary Figures 1, 2, 4, Supplementary Table 1, and PDB 8FSJ",1
"Figures 4, 2, 3",1
"Figures 4, 5, Suppl Figure S4",1
"Figures 4, S12, S13, Table, S2, S3, S6 and PDB 7YVH",1
"Figures 1A, 2D, and Table 2",1
"Figure 3 and Supplementary Figures 9 and 10 and Supplementary Tables 3, 4 and PDB 7JUM",1
"Supplementary Table 3 and PDB 4KK6",1
"Figures 4, S8, and S9, Tables S2 and S3, and PDB 7WCZ",1
"Fig 1B",1
"Figures 4, 5, Table S2 and PDB 7PS7",1
"Figures 1, 6 and Table 1",1
"Figures S3, S4, S5, Table S1 and PDB 6PV8",1
"Tables 2 and 6",1
"Figure 5, EV5, Appendix Table S6 and PDB 8FG0",1
"Supplemenatry Figures 1, 2, Supplementary Tables I and II",1
"Text page 205 and Figure 3",1
"Figures 3, S3, Table S6 and PDB 6UDJ",1
"Text P. 2432",1
"Table4 4 and 5",1
"Figure 5, Tables 2, S1, S2 and PDB 6VBO",1
"Figures 1B,C,E and 4",1
"Figures 5, S1, S2, S3, Tables 3, S2 and PDB 7ZCE",1
"Table 1, Figures 2-5",1
"Figures 1, 3, S3,S5",1
"Extended Data Figures 2, 3, Exteneded Data Table 2 and PDB 6X3U",1
"Figure 4G,H",1
"Figure 3, Table 1 and PDB 6ZCZ",1
"Figure 6, Supplementary Figure 1, 3, 10 and Supplementary Table 5",1
"Figures 2F and 3F",1
"Figure 1A, 3, 6A",1
"Figure 4, Supplementary Figures 1, 5 and 6",1
"Figures 1, 3, and 4, Tables II and V",1
"Tables 1, 5, Figures 2B, 3 and 5",1
"Figures 2, S3, Table S1 and PDB 7LSS",1
"Figures 3, 4, 5, S2, Table 2, S1, S2 and PDB 2P49",1
"Table 1, Figures 4, 5 Supplementary Figure 5 and PDB 3P30",1
"Figure 1 and S1 Text",1
"Tables 2, 3, figures 2 and 3",1
"Figures 2, S3, S6, S7, S8, Table S1, S2 and PDB 7NLL",1
"Figure 4, Supplementary Figures 5 and 9, Supplementary Tables 2, 4, 5, and PDB 7YV7",1
"Figures 2, S3, S4, Tables 1, S4 and PDB 6JHT",1
"Table S2, Figure S1 and PDB 5F8Q",1
"Figure 3, 4 and Table 1",1
"Figures 3, 5, S15, S16, Table S2 and PDB 8CXQ",1
"Figures 3, 4, 5 and Tables 2, 4, 5, S2 and PDB 2EIZ",1
"Table 2, Figures 2, 3, 4 and 5",1
"Table II Figure 1",1
"Table 1, 2, figure 3",1
"Figure 4, 5, S1, S2, Table S2 and PDB 7E3O",1
"Figure 4, Supplementary Figures 9, 10, Supplementary Tables 1, 2 and PDB 7DK4",1
"Figures 5A,B,C and 6",1
"Figures 2, 4, 5, 6, 8",1
"Figure 3, Table S1 and PDB 4FFV",1
"Figure S1E, F",1
"Figure 1, S1, Table S1 and PDB 3LDB",1
"Figures 1, 4, 5, and 8",1
"Table 1, Figures 1, 2, 3, 4 and PDB 3MJ9",1
"Table 3, 6, Figures 1 and 9",1
"Supplementary Figures S2, S3, S4, and S5",1
"Figurs S3 and S5",1
"Figurs 2, 4 and Table 2",1
"Figures 1, 4, and Table S1",1
"Figure 2A, 3B",1
"Tables 3 and 4, text p. 197",1
"Figures 3, 4, 5, S5, Tables 1, S2 and PDB 6OBE",1
"Figure 3 and PDB 1OP9",1
"Figures 2, S8, S10, Table S3 and PDB 6K3M",1
"Tables II, III, Figures 5, 6, 7, 8 and PDB 4U3X",1
"Figure 5, Supplementary Figure 5, Supplementary Table 5, 6 and PDB 8HGM",1
"Figures S4, S6, Table S2 and PDB 6UL6",1
"Text p.11694",1
"Figures 5 and S4, Table S3, and PDB 7SFV",1
"Table 2, Supplemental Figures S7 and S8",1
"Figures 7 S6 and S7",1
"Figure 1D,E, 2, 7B, 8, S1, S2, S3, S5",1
"Figure 2, 3 and Table 1",1
"Supplemental  Figure S8",1
"Figure 3, Supplementary Figure 1, Supplementary Tables 1 and 3, and PDB 8UKH",1
"Figure 17",1
"Tables 1, S2, S4, S5, S6",1
"Figures 1, 3, 4, 7, Table 1 and PDB 7COE",1
"Figures 4, 6, S5, S6, S7, Table S3 and PDB 8TP7",1
"Figures 1, S1, S2, S4, S7, Tables S1, S2 and PDB 7VOA",1
"Figures 5, 6, 7, S10, S11 and S12",1
"Figure 4, Table S2 and PDB 7Z9R",1
"Figures 1 and 3, Text page 284",1
"Text p. 11722",1
"Figures 2, 3, 5, 6, 7, S5, Table 1 and PDB 8V9X",1
"Figure 1, Supplementary Figure 3, 5, Supplementary Table 1 Table and PDB 8I4E",1
"Figures 2, 4, Supplementary Figures 4, 5, 6, Supplementary Table 1 and PDB 8TNL",1
"Figures 4, 5, S5 and Table 1",1
"Figure 1, Table S5 and PDB 3BDY",1
"Figures 4, S3, S4, S5, Table S3 and PDB 7M7B",1
"Tables II, IV, Figures 4 and 5",1
"Tables 3, 4, Supplementary Tables 1, 3 and 3",1
"Figures 2-7",1
"Table 2 and Figures 1 and 3",1
"Figure 3, Figure S6",1
"Tables 1, S5, Figure 4 and PDB 5CJO",1
"Figure 5, figure S7",1
"Figure 1, Extended Data Figures 2, 7 and PDB 4PIR",1
"Figures 1, 2, 3, Table 1 and PDB 4HIX",1
"Figure 1, Table S1 and PDB 4XNM",1
"Figure 4 Supplementary Figure 6",1
"Fig 1-3",1
"Figure 2, Supplemental Figure 2, Table 1 and PDB 6VGR",1
"Figure S4, Table S2 and PDB 7BTS",1
"Text p. 83",1
"Figures 3, S10, Tables 1, S2 and PDB 5VOC",1
"Figure S2, Table S1 and PDB 6WOQ",1
"Figures 2 and S2, Tables S1 and S2, and PDB 7RXJ",1
"Tables 1, 2, 3, figures 3, 4 and 5",1
"Figures 1A,C and 3B",1
"Supplementary Figure 6, Supplementary Table 5 and PDB 6B5P",1
"Table S1 and PDB 5E1A",1
"Figure 1, Table 1, Figure 2, 3, 9",1
"Figure 1 and Table S8",1
"Table 2, Figure 4, and PDB 5UMN",1
"Figure 5 and Extended Data Figure 6",1
"Table 1 and PDB 4HII",1
"Table 2, Figures, 1, 2, 4, 7 and  1U8N",1
"Figures 5, 8 and Supplementary Figure 9",1
"Figure 5 and Supplementary Figure 3",1
"Table 1, Figures 1, 5, Supplemental Table and PDB 3JBC",1
"Figure 2, 5, Tables 2 and 3",1
"Figures 3, S8, Table S3, S5, and PDB 6Q20",1
"Figures 1, 6 and Supplemental Table 2 and text page 6",1
"Figures 4, 5, S4, and 8",1
"Figure 2, Supplementary Table 3, and PDB 8AHN",1
"Tables 2, 3, 4, Figures 1, 2, 3 and PDB 2FX9",1
"Figures 3, 4, S3, Table S2, Data S1 and PDB 7UZ8",1
"Figures 2, S2, S4, S7, Table S1 and PDB 2XZC",1
"Figures 9 and S1",1
"Figure 7, Tables 3 and 4 and PDB 3EGS",1
"Table S4 and PDB 6K5A",1
"Figures 1, 2, 4, 5,S2, S3, S4, Tables S1, S3, S4, S5 and PDB 6X1V",1
"Figures 6 and S3",1
"Figures 2, 3, Tables S16, S17, S18, S19 and PDB 5U3M",1
"Figures 3, 4, Supplementary Figure 1, Table 1 and PDB 8H00",1
"Table 1 and PDB 3NID",1
"Table 1, S1, and Figure S3",1
"Table 1, 2 and Figure 7",1
"Tables S1, S2, Figures 4, S4 and PDB 6JB8",1
"Table 1, Supplementary Table 1 and PDB 3W12",1
"Figures 1, S2, S3, S4, Table S2 and PDB 8DV6",1
"Table 1, Figure 5 and PDB 1Y18",1
"Table I, IV  Figure 5 and PDB 1J1O",1
"Figures 3, 4, S2, S3, S4, Tables S1, S2 and 7LM9",1
"Figure  5 and Supplementary Figure 7",1
"Figure 7, Supplementary Figure 8, Supplementary Tables 12, 13 and PDB 7WH8",1
"Figure 1, Supplementary Table 2 and PDB 6DEZ (v1.0)",1
"Figures 3, S8 and Table S1",1
"Figures 5, S6, S9",1
"Supplementary Figures 3, 4 and 10",1
"Figures 6, S3, S4, S6, Table S1 and PDB 7LOZ",1
"Figures 2, 3, 4 and Tables 1, 2, 3, 4 and PDB 3G04",1
"Figures 4, 6, Supplementary Figures 6, 7, 8, Supplementary Tables 2, 3, 5, 6 and PDB 7ECY",1
"Table 1, Figure 3 and Supplementary Figure 2",1
"Figures 2 and 3, Figures 3 and 4",1
"Tables 3, 4, and 5 and Figures 4 and 5",1
"Table 2, Figures 8, 10, 13, 14 and S2",1
"Figure 7; text p. 1177-1178",1
"Table 3, Figure 3, Table 4",1
"Figures 2, 3, 4, Supplemental Table 2",1
"Figures 3, 4, Tables S4, S5 and PDB 6XKQ",1
"Tables III and IV, figure 7",1
"Figures S3, Table S1 and PDB 8XSE",1
"Tables 2, 3, and 6, Figure 3",1
"Figures 2, S8, S9, S13 and Table S3",1
"Figure 5, Table 2 and PDB 6B3M",1
"Figures 1, 2 and 8, Tables 1, 2, and 3",1
"Tables 2, 4, 5, Figures 1, 2",1
"Figure 1, Text p 223",1
"Table 1, Figure 3, Table 2",1
"Figures 2, 4 and Supplemental Figure 2",1
"PDB 6H72",1
"Figures 2, 3, 4, Tables I, II, III and PDB 2PCP",1
"Text P. 872",1
"Tables S1, Figure 2 and PDB 6A79",1
"Table S3, Figures 2, S5 and PDB 4XCY",1
"Table S2, Figures 1, S2 and PDB 4XC1",1
"Figures 3, 5 and Supplemental Figure 2",1
"Figure 1, Extended Data Figures 1, 2, 8, Extended Data Table 1 and PDB 3WXV",1
"Figures 2, 3, Table 1 and PDB 7DOH",1
"Figure 2, Tables S1, S2, S3, S4 and PDB 4BKL",1
"Figures 5, S1, S2, Supplementary Table 2 and PDB 8ZHJ",1
"Figures 7, S3, S4, Table S3 and PDB 7UI0",1
"Figures 5 and S15",1
"Figures 3, 4, 5, 6, Tables 3, 4, S3 and PDB 2Z8W",1
"Figures 2 and 4, Supplementary Tables 2 and 4, and PDB 7PI7",1
"Figure 3 and page 213",1
"Figures 4, 5, 6, Tables 1, 2, S1",1
"Figures 2 and 4, Table 4",1
"Figure 1, S4, Table 1 and PDB MLX",1
"Figures 1 and 2.",1
"Text page 78",1
"Figure 2, Extended Data Table 1, Extended Data Figures 3 and PDB 6DZY",1
"Figures 4, 5, 6, S5, S6, S8, Table S3 and PDB 8TP2",1
"Figures 5, 6 and Table 5",1
"Figures 1, 4, and 7",1
"Figures 1, 2, 3, Table 1 and PDB 4HC1",1
"Figure 4A, 6A",1
"Table 1, Figures 5, 6, 7, Supplementary Figures S3, S4 and PDB 3T2N",1
"Figures 3B and 5B",1
"Figure 5, Supplementary Figures S8, S9 and PDB 5D9Q",1
"Figures 1, 2, 3, 4 and PDB 1IAI",1
"Table II and figure 3",1
"Figure 3, Extended Data Figure 7",1
"Figures 2 to 6, Tables II to V",1
"Figure 9B,C",1
"Figures 2, 3, 4, 6, 7, 8, Supplementary Figure 1",1
"Figures 2, 8, S8, S10 and Table 2",1
"Figure 2 and text p.5",1
"Text and Table 1",1
"PDB 5CJO",1
"Table 1, 2 and 4",1
"Figures 1, 3, Table 1 and PDB 6J71",1
"Supplementary Figures S2, S5 and S9",1
"Table 3, and Figures 1, 2 and PDB 1JHL",1
"Tables 1, 2. Figures 2, 3, Supplementary Table S1 and PDB 2E27",1
"Figures 3, 5, S4, Table S4 and PDB 6OC3",1
"Figure 2, Supplemental Table 1 and PDB 5IWL",1
"Figures 2, S4 and S5",1
"Table 1, Figures 1, 2, 3, 4, 7 and PDB 3N85",1
"Figure 3 and Supplementary Figures 5 and 7",1
"Figures 5, S5, Table S5 and PDB 6N5D",1
"Figures S1, S2, Table S3 and PDB 5FYJ",1
"Figure 4, Table S2 and PDB 7OR9",1
"Figures 2, 4, 5, Supplementary Figure S1",1
"Figures 1, 2,Table 1 and PDB 3WLW",1
"Figure 1, Table SI and PDB 6S5A",1
"Table 3, Figures 3 and 4",1
"Tables 3, 4, 5, 6, Figures 3, 4, 5, Supplemental Figure 4 and PDB 3Q1S",1
"Figures 4, S4, S5, S6, S7, Table S3 and PDB 7YUE",1
"Figures S8, S9",1
"Figures S9, S15, Table S1 and PDB 6X9T",1
"Figure S7, 6G",1
"Figures 2, 3, 4, S1, S3, S4, Tables 2, S1 and PDB 4LVH",1
"Table 1, Figures 1 and 2C",1
"Figure 3 and Supplementary Figure 5, 6",1
"Figures 2d and 5b",1
"Figures 1, 2, S1 and Tables S1, S1, S2, S3, S4, S5, S6, S7, S3, S4, S5",1
"Figure 5 and supplementary Figure 6",1
"Figures 6, S6, Table S1, S3 and PDB 7WD2",1
"Figure 6, Extended Data Figure 8, Supplementary Table 7 and PDB 6QD8",1
"Figures 1, 5 and Supplementary Table 3",1
"Figure 3A,B, Suppl figure 1",1
"Figure 7, Table 1 and PDB 4X7E",1
"Figures 3, 4, 5, S12 and S22",1
"Figure S1, S7 and Table S1",1
"Figure 1 and Figure 1—figure supplement 1 and PDB 6HD9",1
"Figures 1, 2, 5, S2 and S4",1
"Table 2, Figures 1, 2, 5, 7 and 1U8I",1
"Figures, 1, 2, 3, and 4",1
"Figure 3B and 4",1
"Figure 1, S5 and Table S5",1
"Figure 1, Tables 1, 3",1
"Figures 3A,B, 4 and 5",1
"Figures 2, 5, Supplemental Figure 23, Supplemental Table 1 and PDB 8DLS",1
"Figures 1, S3, S9, S10, Tables S2, S3 and PDB 6DFH",1
"Figures 1, 4, S1, S2, S3 and results page 1",1
"Figures 6, S7, Table S1 and PDB 6DKJ",1
"Table 1, Figures 2, 3, 4, S2, S4, and PDB 2O5Z",1
"Figures 1, S1, Tables S1, S2 and PDB 5XJH",1
"Figures 4 and S3, Tables S2, S3, S4, and S5, and PDB 7CTH",1
"Figures 2D and S3",1
"Figure 3, Table 1 and PDB 7S2S",1
"Figure 2c, d",1
"Figures 1, 3, S1, S7, S9, Table S1 and PDB 7U9G",1
"Figure 3 D and Table 1, Figure 2, Figure 3 D and Table 1, Figure 5",1
"Figure 2, 4 and 5",1
"Figure 3, Table 1 and PDB 4CNI",1
"Table 1, Figures 1, 2, 3 and PDB 4YWG",1
"Figures 3, 4, Supplementary Figure 2, Tables I, II and PDB 6ICF",1
"Figures 1 and 5, Supplementary Tables 1 and 2, and PDB 7L6V",1
"Figure 4 and text page 100",1
"Figure 2, Supplementary Figure 6, Supplementary Table 1 and PDB 7NK4",1
"Figure 2 and Figure 2-figure supplements 1 and 2, Table 2 and PDB 7KM5",1
"Figure 8 and Supplementary 2",1
"Figures 3, 4, 5, S2, S3, Tables S1, S2 and PDB 7X3Y",1
"Figures 1A, 1B, 2 and 4, Table 2",1
"Figures 3, 4, 7, Supplementary Figure S4 and Table II",1
"Figure 3, Tables EV1, EV3 and PDB 8RZ1",1
"Figures 1, 6, 9",1
"Results, page 81-82",1
"Table 1, Figures 3 E and F",1
"Figure 1, Supplementary Table 4 and PDB 6FGB (v1.0)",1
"Figure 3, Table 1, Supplementary Figure 15, 16 and PDB 8TM1",1
"Supplementary Tables 1, 2 and PDB 2NY2",1
"Figures S1, S3 and S8",1
"Figures 4, 7, S5, Table S6 and PDB 7NDC",1
"Figure 2, Table S1 and PDB 7Y3J",1
"Figure 3, Table 1, Supplementary Figure 6, Supplementary Table 1b and PDB 3MLZ",1
"Figures 1, 2, 3, Tables I, S1 and PDB 2OR9",1
"Table 3, figures 4 and 5",1
"Supplementary Table 3 and PDB 4KJQ",1
"Text, page 261.",1
"Table 1, Text page 51",1
"Figures 5, 6, 7 and Supplementary Figure 4",1
"Table 1, Figures 2, 3, 4, Supplementary Figures S5, S6, S7 Supplementary Table S2 and PDB 5JDS",1
"Figure 2, Tables 1, 2",1
"Figure 5, Supplementary Table 1 and PDB 5EPM",1
"Figures 4, 5, 6, Table 1 and PDB 4RFO",1
"Figure 4, Extended Data Tables 1, 3, 4, 5, Extended data Figures 1, 4, 5 and PDB 5LCV",1
"Figure 3 and tables I,  II, III, IV and V",1
"Figures 5, S9 and Table S7",1
"Figures 3, S6, Tables S3, S4, S5",1
"Figures 5, 6, Table 2 and PDB 3D9A",1
"Tables 1, 2,and 3",1
"Figures 4, 6, S5, Tables 1, S2 and PDB 6ANI",1
"Figures 5, S12, S13, Table, S2, S3, S5 and PDB 7YVP",1
"Figure 1 Figures 5 and 6",1
"Figures 1, S2, S3, Table S1 and PDB 3EFF",1
"Table 2, Figures 5, 6, Supplementary Table 1 and PDB 4IJ3",1
"Figures 2, 4, and Table 1",1
"Figure 4, Table S2 and PDB 6JSZ",1
"Table 2 and PDB 6W0I",1
"Table 2 and PDB 4LCU",1
"Tables S2 and S7",1
"Figure 4, Table S4, and PDB 6WVZ",1
"Table 1, Figures 2, 3, Supplementary Figures S2 and S6",1
"Figures 2, 3b, Tables 2 and 3",1
"Figures 2, S3, S4, Tables 1, S1 and PDB 6JHQ",1
"Figure 4, Extended Data Figures 1 and 5, Extended Data Tables 1 and 4, and PDB 7WK8",1
"FIgures 3, 4, 5, 6 and 7",1
"Figures 1, 2, 3, 4, 5, and 6 and Table 2",1
"Figure 5, SI Figure 1, SI Table 1 and PDB 5FV1",1
"Table 1, Figure 1 and PDB 5EU7",1
"Extended Data Figure 3, Exteneded Data Table 1 and PDB 6X3W",1
"Figure 5, Supplementary Figure S8, Supplementary Tables S2, S3 and PDB 6WTV",1
"Figure 8 and Supplemental Figure 2",1
"Figure 3, 6, Supplementary Figures 3, 4",1
"Table 1 and PDB 6W0D",1
"Figure 4 and Supplementary Material Figure S4",1
"Tables I, II, III, IV, Figure 2",1
"Figures 5, S5, Supporting Information Table S2 and PDB 5U4L",1
"Figures 2 and 3 and Supplementary Figures S4 and S5",1
"Table 1, Figure 5 and PDB 1ZLV",1
"Figures 5, 6, 7, S3, Table S3B and PDB 7ZR8",1
"Figure 5 and Supplemetary Figure 5",1
"Figure 4 and Supplementary Table S4",1
"Figures 1, 2, 3, 4, S1, S1, S2, S3, S7, S8, S9, S11 and PDB 5FUU",1
"Figure 4, Table 4",1
"Figures 3, S3, S4, Tables S1, S3 and PDB 7LQV",1
"Figures 4, 5, S4, Table S2 and PDB 5W9O",1
"Figure 3, 4, S3, S6, Table S2 and  PDB 7YCN",1
"Figures 1,  3, 5, Tables 1, 2, 3 and PBD 1BJ1",1
"Figures 1, 2, 3  5, 8, and S3",1
"Figures 7, 8 and text",1
"Figures 2, 5, 6, S9 and Tables 2 and 3",1
"Figure 4, Supplementary Figures 5 and 9, Supplementary Tables 2, 4, 5, and PDB 7YRH",1
"Text in p.190",1
"Figures 4, S3, Tables S2 and S3",1
"Table S2, Figure S1 and PDB 5F7M",1
"Figure 1, Extended Data Table 1, Extended Data Figure 9, Supplementary Table 3 and PDB 4TVP",1
"Figures 1, 2, 3, 4, and 5, Table2",1
"Figure 1, Text page 4991",1
"Table 1, Figures 2, 3, 4, 5 and PDB 3FO0",1
"Figure 1C,D, 2A,B and 4",1
"Figures 1, 2 and Supplementary Figures 1 and 4",1
"Figures 3, 2, 5, 6",1
"Figures 1, 6, S6, Tables S2, S6c and PDB 4YDK",1
"Table S4 and PDB 4XMP",1
"Results Text p.107",1
"Text p.62, p.65, Figures 3, 4 and 5",1
"Figure 5, Table S1 and PDB 6SC5",1
"Figures 4, S12 and Table S1",1
"Figures 2, 3, Supplementary Figures 1, 4, Supplementary Tables 1, 2 and PDB 3TJE",1
"Figures 1, 3, Table S1 and PDB 6XQ4",1
"Figure 2A and 3B",1
"Table 2, Figure 7 and PDB 5DSC",1
"Figure 3, Extended Data Figure 7 and Supplementary Table 3",1
"Table S3A and PDB 7ZF9",1
"Figures 1 and Supplementary figure 1",1
"Figures 3, 4, 5, S5, S7, Tables 1, S2 and PDB 6OBO",1
"Figure 2c and Table 1",1
"Figures 1, S1, Table S1, PDB 6P91",1
"Text page 4552 and Figure 2",1
"Figures 4 and Table 2",1
"Figure 1, TablesI, II, III",1
"Figures 3, 4, Tables 1, 2, and 3",1
"Figures 1, 6, S1, S5, and S7, and Tables S2 and S3",1
"Figures 6, S2, S4, S6, Table S3 and PDB 8G74",1
"Figures 2, 3, 4, S4, S6, Tables S1, S3 and PDB 5A2K",1
"Table 1, Figures 1, 3 and PDB 3B9K",1
"Figure S2, Table S2, and PDB 3DET",1
"Figures 1, 3, Table S1 and PDB 6N48",1
"Table I, Figure 3, 7",1
"Tables I, III, Figure 6, Supplementary Figures 3, 4, 5 and PDB 3AB0",1
"Figure 3 and page 615",1
"Tables 1 and 3 and Text",1
"Figures 4, S1, and S4",1
"Figures 7, 8 and Suppl 4",1
"Figures 2 and 3, Tables 1, 2, and 3, and PDB 7L5J",1
"Figure 4D, E",1
"Table 1, Supplementary Figure 10 and PDB 5D1Q",1
"Tables VI and VII",1
"Figures 4, 5, S4, Table S4 and PDB 6VYV",1
"Table 1, Figures 2, 3, 4, 5 and PDB 3OKO",1
"Figure 6, S4 and Data S1",1
"Figure 4, Supplemental Figures 4 and 5",1
"Figures 2, 3, 5, 6, 7, S5, Table 1 and PDB 8V9W",1
"Figures 3 to 5",1
"Figure 7, Tables S6, S7, Figure S6 and PDB 5O4G",1
"Table 2, Figures 3, S3 and PDB 6CF2",1
"Figures 7d and 8e",1
"Figures 2, 6, 7 and Supplementary Figures 3, 11 and 16",1
"Figure 4, Supplementary Table 1 and PDB 5GIS",1
"Figures 1, 2, 4, Tables 1, S1 and PDB 2Q8A",1
"Table 1, Figures 1, 2, 3, 4 and PDB 1XF2",1
"Figure 6 and results page 216",1
"Figures 6, 7, and Table 2",1
"Table 3 Figures 1, 2",1
"Table 2, Figure 7 and Text p.323",1
"Case Report",1
"Figure 1, 2, 4, 6 and Supplementary Figures 6 and 8",1
"Supplementary Figure 8, Table 1, Supplementary Table 5 and PDB 5JYM",1
"Text page 2174",1
"Figures 2, S9 and Table S2",1
"Supplementary Figure 3, Supplementary Table 1 and PDB 4OLY",1
"Figures 1, 4, S1, S2, S3, S8, S10, S16, S17, S18 and PDB 3J5M",1
"Figure 4, Table 1 and PDB 5ESQ",1
"Tables 1,  2 and figure 1",1
"Text p 137",1
"Figure 1, Table 1 and PDB 6VEP",1
"Figures 5, S4, Table S1 and PDB 7DZY",1
"Figure 5, Supplementary data Figure 4, Table 1 and PDB 5I8O",1
"Figure 3, Table 1 and PDB 4LS4",1
"Figures 1, 2, S1, Table S1 and PDB 6UUD",1
"Figures 4, 5, Table 4 and PDB 6VRH",1
"Figure 3, Extended Data Figures 5, 6, 7, 13, Extended Data Table 1, 2 and PDB 7WE9",1
"Figures 3, 5, S3, Table S3 and PDB 7S11",1
"Figures 1, 2, 3, 4, Table 1",1
"Table II, Figure 4, Supporting Information Figure 1 and PDB 5E2W",1
"Figures 1, 6, S1, S2, S4, S6 and PDB 5THR",1
"Figures 2, 4 and 5, Table I",1
"Table 1 and Figures 1, 4, and 5 and Figure S5",1
"Figures 2, S7, S8, S9, Table S5 and PDB 7Y7K",1
"Figure 3 and text page 3710",1
"Figure 2, Table S3 and PDB 4JB9",1
"Figures 1, 3, 4 Table 2",1
"Figures 5,  6, and 7",1
"Figures 1, 3, 4, S2, S3 and Table S1",1
"Figure 5, S3, S4, Table S4, S5 and PDB 8EE5",1
"Figure 5 and Table E1",1
"Figures 1, 2, 3, 4, 5, S1",1
"Figures 2 to 5",1
"Figures 2, 3, 4, 5 and Tables I and II",1
"Figure 1, Table 1 Figures 1 and 4, Supplementary Figures S3, S4 and S5 Figures 1 and 2",1
"Figures 1, 4 and table 1",1
"Figure 1 and Supplementary Figure S8",1
"Figure 4, Supplementary Figure 4, Supplementary Table 5 and PDB 7SHZ",1
"Table 3, Figures 1, 2 and PDB 5VM6",1
"Figures 2, 3, S2, Table S16 and PDB 5U3L",1
"Figures 3, 4, Table S2 and PDB 7UL1",1
"Figure 5(ii)a",1
"Figure 2, Supplementary Figures 2, 3, Supplementary Table 2, 3 and PDB 6SXI",1
"Figures 3c and 4c",1
"Figures 4B, 6",1
"Figures 2, 3, Supplementary Figures 3, 4, 5, 6, 7, Table 1 and PDB 7MW3",1
"Figures 1, 4, 5, 6, S1, S3, S4, Table 1 and PDB 7DWU",1
"Figure 2, Supplementary Table 1 and PDB 5J9P",1
"Figures 1-7",1
"Figure S3, Table S2, and PDB 7QNY",1
"Figure 3, Suppl Figure 8",1
"Figure S4 B and Table S1",1
"Figures 4, 5, S4, Table S2 and PDB 5W9L",1
"Figures 2, 3, S5, S8, S10, Table S1 and PDB 7A6E",1
"Extended Data Table 1, Extended Data Figure 5, 6 and PDB 4MQT",1
"Text page 111.",1
"Figures 1 and 2, text page 42",1
"Figures 2, S10, S18 and Table S7",1
"Text page 1594",1
"Supplementary Figure 3, Figures 3 and 4",1
"Figures 2, 6, and 7",1
"Figures 1, 2, 4, Supplementary Figure 4, Table 2 and PDB 6WF0",1
"Figure 5, Supplementary Figure 173",1
"Figure 3 and Table 2, Table 2",1
"Figure 3A, Table 1 Figure 3C",1
"Table 2, Figures 1, 2, and 4",1
"Figures 2, 3, 4, Supplementary Figures 3, 4 and 5",1
"Figures 3, 4, 5, 6, 7, S2 and PDB 4C2I",1
"Figure 3, ; Text page 153",1
"Text p. 573",1
"Figures 2, 4, Supplementary Figures 1, 3",1
"Figures 3, 7, Tables S1 and S2",1
"Figures 2, 3, 5, S5, Table S2 and PDB 6VY6",1
"Tables 1, 2, 3, Figures 1, 2, 3",1
"Figures 3, S4, Table S8 and PDB 5W6D",1
"Text page 37",1
"Figures 1, S1, S2, Tables S1, S2, S3 and PDB 7K84",1
"Table 1 and Figure 5B",1
"Figures 2,  and Table S3",1
"Figures 1, 3, S1, S2, S3, S6, Tables S1, S2 and PDB 5W3E",1
"Figure 3 and Supporting Information Figure S1",1
"Figures 5, 6, S10, S11, S12, Table 1 and PDB 7FCP",1
"Figures 1, 3, 4, 6, Tables I, II",1
"Figures 1, 2, 3, 4, Supplementary Tables S1, S2, S3 and PDB 2DD8",1
"Figure 4 and Text page 71",1
"Supplementary Figure 1, Figures 1, 4 and Supplementary Figure 2",1
"Figure 3, Figure 3- figure supplement 1 and 2, Table 1, Supplementary File 2 and PDB 6X8S",1
"Tables 1, 2, Figures 1, 2, 3 and PDB 1G7M",1
"Table 1, Figure 4, and PDB 5N09",1
"Text p 28",1
"Figures 2 and 6 and Tables 3 and 4",1
"Figure 4, Supplemental Figure 5, and Table 1",1
"Table 1, Figures 3, S3 and PDB 5W5Z (v1.2)",1
"Figure 3A and B",1
"Supplementary Table 1-1 and PDB 4XP6",1
"Figures 2, 3, Supplementary Figure 4, Table 1 and Supplementary Tables 3, 4 and 5",1
"Figures 3, 4 and PDB 6VO3",1
"Figures 1-4; Table 1",1
"Table 1, Text page 115",1
"Figures 3, 4 and S7",1
"Figure 4 and Text p. 5188",1
"Figures 2, 3, 4 and Supplemental Table 2",1
"Figures 4, Tables 1, 2",1
"Table 2, Figures 2 and 6",1
"Figue 1",1
"Figures 2, 3, S1, Tables I, SI, SII and PDB 3J3P",1
"Figures 1B and 3C, Table 2",1
"Figure 3, 4, 6, Tables 2, 3 and Supplemental Tables 2, 3",1
"Figure 5 and Supplemental Table 1",1
"Figures 3B and 4B",1
"Figures 2, 3, Supplementary Figure S4, S5, Supplementary Tables S4, S5, S7 and PDB 7D85",1
"Figure 2, Table S1 and PDB 6UMX",1
"Tables 3, 4, 5 and Figure 6",1
"Figure 5 and Figure 6",1
"Tables 1, S3, S7, Figures 3, 5, 6, S3, S4 and PDB 3ZKQ",1
"Table S4 and Figure 7",1
"Table 2, Figure 7 and PDB 6KDI",1
"Supplementary Figure S3 Supplementary Table S2",1
"Figure 2, Supplementary Table 1, and Supplementary Figure 2",1
