as_location,occurrences
"Tables 1, 3 and figure 3",1
"Tables 3",1
"Figures 2, 3 and Tables 3, 4",1
"Text, page 1074",1
"Tables I, III, and V, Figures 2, 4, and 5",1
"Figure S4 and PDB 8U32",1
"Figures 1, 6, S3 and Table S2",1
"Figure 2, Supplementary Figure 2, Table 1 and PDB 5NBL (v1.2)",1
"Figures 4, S5, S7, S10, Tables 3, S4 and PDB 7Y72",1
"Figures 1, S1, S3, S4, Tables S1, S3 and PDB 9CJ7",1
"Figure 2, Table S6, S7a, 7b, 7c, 7d and PDB 3SE9",1
"Figure 3, 4 and Table 1 and PDB 1ZA3",1
"Figure 1 and Supplementary Figure 5 Figure 3",1
"Figures 3, 8",1
"Figure 2 and Figure 4",1
"Figures 1, 2, 3, S2, S3, S4, S5, and S6, and Table 2",1
"Figure 3, Table S1, Data S3, S4 and PDB 7N64",1
"Figure 3, 4, 5, Table 1, 2",1
"Figure 2, Table S2 and PDB 5TE6",1
"Figures 2 and 3, Table I",1
"Figures 3, 4, S2, Tables S4, S5 and PDB 6UIG",1
"Figures 1, 2, 3, Tables 3, 4 and PDB 2ZCK",1
"Figures 5 and S5, Doc S1, and PDB 7YQX",1
"Figures 8C,D",1
"Table S1, Figures S4 and S5",1
"Figure 3, Supplementary Figures 6, 8, Supplementary Table 4 and PDB 8V5K",1
"Figue 3",1
"Figures 1, 4 and Table S1",1
"Figures1 and 5",1
"Figure 1 and PDB 6E3Y (v1.2)",1
"Tables 3 and S5 and Figure S1",1
"Tables 2, 3, Figure 5 and PDB 2P48",1
"Figures 3, 4 and Table 4",1
"Figure 2, Tables 1 and 4",1
"Tables 1, 2, 3 and figure 1",1
"Figure 1, Supplementary Figures 1, 2, Table 1, Supplementary Table 1 and PDB 5DRX",1
"Figures 1, 2, 9 and Table 1",1
"Figures 3, S5, Table S1 and PDB 7XOD",1
"Figures 2, 4, Supplementary Figures 4, 5, 6, Supplementary Table 1 and PDB 8TOA",1
"Figures 1, 2, 3, 4, S5, S6, S7, Table S2, PDB 6T3F",1
"Results, page 40.",1
"Figure 1B, Figure 2B",1
"Text P. 38-39",1
"Figure 4, Supplementary Tables 3, 4 and PDB 4PY8",1
"Appendix A",1
"Figure 5, Supplementary Figure 6",1
"Figure 4, Table S5, S6 and PDB 5K9Q",1
"Figures 1, 3, Table S1 and PDB 6XPX",1
"Tables 1, 2, Figures 1, 2, 4, 5, 6 and PDB 5T3X",1
"Figures 3, 4, 5, 6, Table S3, PDB 6OZ9",1
"Table, Figures 1, 2, and 3",1
"Figure 2C, 2D, S3",1
"Figures 1, 3, 4, 5, 6 and Table 2",1
"Figure 6, Table 1 and PDB 5KZP",1
"Figures 2, 3, 4, 5, 6, Table 1",1
"Figures 2, 3, and 4 Figure 4",1
"Text p. 22",1
"Figures 1, 3, 6, and 8",1
"Figure 4, Supplemental Figure 2",1
"Figure 4, Supplementary Figures 6, 7, 8, Supplementary Tables 2, 3 and PDB 7DM1",1
"Figure 5, Table S1 and PDB 6M87",1
"Tables 1, 5, and Figure 3",1
"Figures 1, S1, Table 1 and PDB 4YDV",1
"Figures S19 and S20",1
"Figures 2, 3, and Table 1  and Supplementary Table S1",1
"Figures 1, 3, 4, S6, Tables S2 and S3, and PDB 7MLZ",1
"Figure  2A",1
"Figure 1, S2, Table S1 and PDB 3DVN",1
"Figures 2, 5, 6, 8, Tables 1 and S2, and PDB 7KD2",1
"Figure 4, Table 1 and PDB 5TIH",1
"Figures 3, 7, S8, and S20",1
"Figures 3, 4, Supplementary Figures 7, 8, 9, Supplementary Tables 3, 4, 10 and PDB 6AZZ",1
"Text/p. 388",1
"Table 1, Figure 8 and PDB 4PS4",1
"Figures 1, 4, S3, S4, S7, S11, Tables S2, S3 and PDB 7CZV",1
"Figures 1, 2, Table 5 and PDB 1NMA",1
"Figures 3, S4",1
"Figures 4, 5, 6, Figure 4 Supplement 1, and PDB 5VJ6",1
"Figure 2, Supplementary Figure 4, Table S4 and PDB 7VND",1
"Tables 3, S3, S4, S5, S6, S7, S8, S9 and Figure 5",1
"Figures 1, 2, 3, 4, Tables 1, 2 and PDB 1NDM",1
"Figures 3, S1, S2, Table S2 and PDB 7KXJ",1
"Figure 1, Table S2 and PDB 7Z85",1
"Figure 1, Supplementary Figures 2, 4, 5, 6 and Table 1",1
"Figure 2, Supplementary Figures 1, 4, 7 and Supplementary Table 1",1
"Figure 2i",1
"Figures 2, S3, and S4, Table S1, and PDB 7Z12",1
"Figure 1, Table S4 and PDB 7E88",1
"Figure 1, 4, 5 and Supplementary Figures S2 and S4",1
"Figures 1, S11, S15, Table S1 and PDB 7WP1",1
"Table 1 and Supplemental Figure 6",1
"Text in p.358, Figures 1 and 2",1
"Supplementary Figures 1, 8 and Supplementary  Table 4",1
"Supplemental Figures S4",1
"Figure 2, Supplementary Figures 6, 7 and Supplementary Table 1",1
"Tables S5",1
"Figure 4, Supplementary Figures 2 and 6, Supplemental Table 1, and PDB 8DG9",1
"Tables 1, 2, Figures 1, 2 and PDB 4ZSO",1
"Tables 1, 2, Figures 4, 5, 6, Supplemental Figure 1 and PDB 4QCI",1
"Tables 5 and 7",1
"Figure 6, Table II and PDB 1MCI",1
"Figures 4, 5 and PDB 8OPI",1
"Figures 2, 4, and 5 and Table 1",1
"Table 2, Tex p 217",1
"Figures 3, S8, Tables S1, S5 and PDB 7UEM",1
"Figure 1 and Extended Data Figure 7",1
"Figures 6 and S7, Table S1, and  PDB 7FJO",1
"Text, Table 1",1
"Table 2 and Figures 5 and 10",1
"Figure 6, Supplementary Figure S18, Supplementary Table S3, and PDB 8KDR",1
"Table 1, Supplementary Figure 2, Supplementary Table 1 and PDB 5KQV",1
"Figure 2, Table S1 and PDB 5Y80",1
"Tables 2, 3, 4, Figures 1, 2, 3 and PDB 2FX7",1
"Figure 4, Table S2 and PDB 7SD5",1
"Table II, III, Figure 1 and PDB 1EO8",1
"Results page 2917",1
"Text p. 1214",1
"Text in p. 358 and Figure 3",1
"Table IV and Figure S5",1
"Figure 5 and table 1",1
"Figures 4, S4, Tables S1, S4 and PDB 8TNN",1
"Figures 2, S2, Table S3 and PDB 6OS2",1
"Table 1, Figures 2, 3, 4 and 5, PDB 3I9G",1
"Figure 4, Data S1, Table S3, S4 and PDB 8DUN",1
"Text P. 1438",1
"Table I, Figures 1 and 5",1
"Figures 2, S8, S9, S12, Table S1 and PDB 4XTR",1
"Figure 2A, 3 and 4.",1
"Table 3 and Figure S4, S5",1
"Figure 6 and PDB 8R8K",1
"Figures 3, S9, Tables S5, S6 and PDB 5IES",1
"Figure 1, 4, 5, 6",1
"Figures 3, S1, S2, S3, S4, S5, Table S1 and PDB 7FG2",1
"Figure 3F and S1",1
"Figures 1, 2, 3, Table 1 and PDB 7C61",1
"Figures 5, 6 and S11",1
"Table 3 and Figure 2, Figure 2",1
"Figure 2, Extended Data Figures 3, 4, Supplementary Table 2 and PDB 7YE5",1
"Figures 1, 3, 4 and Table S5",1
"Figures 2, S8, S11, Table S2, S3 and PDB 8PE1",1
"Figure 2, Supplementary Figure 4, Supplementary Table 5 and PDB 6NQD",1
"Figure 6A, Table V",1
"Figure 3, Table 1 and PDB 6BLI",1
"Results page 541",1
"Text P. 1366 and Figure 1",1
"Figure 4 and Supplementary Figures 5,7, and 8 and Supplementary Tables 10 and 11",1
"Tables 1, S1, Figures 1, 2, S1, S3 and PDB 3X3F",1
"Figures 3, S4, Tables S6, S8 and PDB 8D0Z",1
"Figures 2, 3. and 4",1
"Text page 230 and Supplemental Figure 2",1
"Figure 2, Table 1 and PDB 5F1O",1
"Figures 2, 3, 4,",1
"Tables 2, 3, 6",1
"Figure 4, Tables 2, 3 and PDB 4OJF",1
"Text page 12549",1
"Figures 5, 6, S15, Table S12 and PDB 8DT8",1
"Figure 1, Supplementary Information Figures S3, S4, S5, S6, S9, Table S1 and PDB 7WTK",1
"Figures 3, 4,5, 6, 7 and 9",1
"Figures 3, 5, Table 1, Supplemental Figure 1, Supplemental Tables I, II, III and PDB 4ALA",1
"Results page 2951",1
"Figures 1, 2, 6, Extended Data Figures 2 and 3",1
"Figure 2, Extended Data Figures 1, 7, Extended Data Table 1 and PDB 6N50",1
"Tables 1-5, Figures 2-4",1
"Figures 4, 5 and 10",1
"Figure 3, Table 1, Supplementary Table I and PDB 6U12",1
"Figure S1, Table S1 and PDB 5JA9",1
"Figures 5 and 6, table 2",1
"Figures 1, 2, S3. S4, S5, S6 and S7 Figures 2, S3. S4, S5, S6 and S7",1
"Tables 1, 2, Figures 1, 3, 4 and PDB 3WD5",1
"Figure 4, Supplementary Figure 1",1
"Figures 2, 3, Extended Data Figs. 3, 4, 5, Supplementary Table 2, Extended Data Table 1 and PDB 7K8S",1
"Tables VI, V and Figure 3",1
"Figure 3, S6",1
"Figure 4 and Supplemental Figure 4S2, Table 1, and PDB 7LR4",1
"Figures 1, S9, Table S3, and PDB 7WVL",1
"Figures 1, 4, S3, S4, S7, S11, Tables S2, S3 and PDB 7CZW",1
"Figure 3, Extended Data Table 1 and PDB 6HUK",1
"Text page 475, Figure 1, Figure 3a, Table 2",1
"Figures 4, S5, S9 and Table S9",1
"Figures 1, 2, S1, S2, S3, Supplementary Tables S1, S2 and PDB 8GSC",1
"Figures 1, 2, Table 2 and PDB 2VIR",1
"Figures 3B and 5",1
"Figures 3, 4, 5, 6, 7, 8, and 9",1
"Table 2, Figures 1, 2, 5, 7 and 1U8J",1
"Figure 5, Table 1, Extended Data Figures 6, 7 and PDB 8VUT",1
"Figures 2, 3, 4, Table1 and PDB 3SY0",1
"Figures 2D and 5",1
"Figures 2d and 5c",1
"Figure 2A and 3",1
"Figures 3, S6, Table S2, S4 and PDB 7XDA",1
"Figures 1, 3, 6, 7 and 8, Supplementary Figure 2",1
"Figure 2, Supplementary Table 1 and PDB 6OHG",1
"Figures 4, 5 and 6 and text page 214",1
"Figure 6, Table S5 and PDB 6UBI",1
"Figure 3, Figure 4, Figure 5",1
"p. 1719",1
"Tables III, IV, V, Figures 2, 3, 4, 5, 7PDB 1FLR",1
"Figures 1, 2, 3, Supplementary Figures 2, 3, 4, 5, 6, 9, 10, 11 and Supplementary Tables 2, 4",1
"Figures 6, S12",1
"Figure S2 and Figure 7",1
"Figures S9, Table S3 and PDB 8CWV",1
"Figure 3A and Table 1 Figure 3C",1
"Tables 2 and 3, Table 3",1
"Supplementary Figure 1, Supplementary Table 1 and PDB 6SUZ",1
"Figures 6, S7, Table S1 and PDB 6MWX",1
"Figures 3, 6 Figure 4",1
"Figure 2, Supplementary Figure 6, Supplementary Table 1 and PDB 7NK8",1
"Figure 1, 2, 3, and 6",1
"Figures 1, 4, 5, 6 and Supplemental Table S2",1
"Figures 1, 4 and Supplementary Figure 1",1
"Table 1, Figures 4, 5, 6, S1 and PDB 4RIS",1
"Table S1, Figures 1, 4 and PDB 3CX5",1
"Table 1, Figure 3 and PDB 4KDT",1
"Figures 2, 3, S2 and S3",1
"Table 1, Figure 2 and S5",1
"Figures 4, 5, Supplementary Figures 2, 5, Supplementary Table 1 and PDB 8PIZ",1
"Figure  1, 4 and Table 1",1
"Figures 4 and S5, Table S2, and PDB 8D36",1
"Table 1, Figures 1, 2, 3, 4, 5, 6 and PDB 2XRA",1
"Tables I and II and Figure 3",1
"Table 1 and Supplemental Figure 1",1
"Figures 5, 6, S6, and S7 and PDB 7R4R",1
"Figures 1, 2, 3, 4, 5, Tables 2, 3 and PDB 1QNZ",1
"SI Figure 2",1
"Figure 1, Table S2 and PDB 5ZV3",1
"Figures 2, 3, Tables S16, S17, S18, S19 and PDB 5U3O",1
"Figures 2B-D, 3B-D, 4B-D, and 5B-D",1
"Figures 2, 3, S2, S3, Table 1 and PDB 7VFB",1
"Case report",1
"Figure 2, S2, Tables S1, S2 and PDB 7XJF",1
"Figures 5 and 6 and Supplemental Figure S3",1
"Figure 1, Supplementary Figures 2, 5, Table 1 and PDB 7C8W",1
"Table 2, Text page 118",1
"Figures 6-9, Table II",1
"Figure S5, Table S2 and PDB 7R8L",1
"Figures 4, S12, S13, Table, S2, S3, S5 and PDB 7YVN",1
"PDB 3ZLQ",1
"Figure 2, Text page 151",1
"Figure 3, Supplementary Tables 7, 10, Supplementary Figure 7, 16 and PDB 3U2S",1
"Figure 1, Supplementary Information Table 1and PDB 5UZ7",1
"Text P. 483-484",1
"Figures 1, 5, 7, S10",1
"Figures 3 and 4 and S1 File",1
"Figure 2b, Abstract",1
"Tables 2, 3 and Figures 1, 3, S3",1
"Figure 4, Table S1 and PDB 4FFW",1
"Figure 4, Supplementary Figures 6, 9, 21, Supplementary Table 1 and PDB 7PNQ",1
"Figures 6, 7, S4, S5, Supplemental Tables 3, 4, 5, 6 and PDB 6WZJ",1
"Figure 5, Extended Data Figures 5, 8 and PDB 7XS8",1
"Figures 2, 3, 4, and 9, Table S1, and Figures S1, S2, and S3",1
"Figures 2, S2, Table S3 and PDB 6OS1",1
"Figure 5, Supplementary Figure S4",1
"Figure 1B, 2B,C",1
"Figures 1, 2, 3, 4, Table 2",1
"Figures 1, 2, 3, 4, 5, Tables 1, 2, 3 and PDB 2JEL",1
"Figure 1A,B, 2, 4, 6, Supplementary Figure S3A,B",1
"Table I, Figures 1, 2, Supplemental Figures 1, 2 and PDB 5I5K",1
"Figures 2, 4, 5, S4",1
"Figure 2 and text p. 8331",1
"Figure 3, Supplementary Figure 5, Table 1, Supplementary Table 3 and PDB 6I2G",1
"Figures 2, 5 and S2 Table",1
"Figure S2, S3 and Table S1",1
"Figures 4, 5 and S12",1
"Tables 1, 2, Figures 2, 3, 4",1
"Figures 1, 4, 5,Table 2, Supplemental Tables S1, S2, S3, S4, S5 and PDB 3A6C",1
"Figure 4, Extended Data Table 2, Supplementary Table 2 and PDB 7BWJ",1
"Text p. 301-302, Table 3, Table 3, and Figures 2B and 2D",1
"Table 1, Figures 2, 4, 5",1
"Figure 2, Supplementary Figures 2, 4, 5, Supplementary Table 2 and PDB 7SJO",1
"Table 2 and PDB 6MFT (v1.1)",1
"Figure 2, 3 and table 1",1
"Figure 2, Table S1 and PDB 5UDD",1
"Figures 1, 2, 4, Supplementary Figure 1, 3 and Supplementary Table 1",1
"Figures 1, 2, and Tables 1 and 3",1
"Tables 3 and 4, Figures 5 and S3",1
"Figure 3 and Suppplementary Table 1, Figure 1",1
"Figures 1, S2, and S5, Supplementary Table S1, and PDB 8RVN",1
"Figure 1, Supplementary Figure s2,  and Text page 4440",1
"Figures 6 and S5, Table S1, and PDB 8E6J",1
"Figure 4, Tables 1, S1, S2 and PDB 3FKU",1
"Table 2, Figure 5 and PDB 3OR6",1
"Figures 2b, 2d, 2e and 3b",1
"Figure 2, Text p 164",1
"Figure S17, Table S4 and PDB 7W71",1
"Figure 1, 3 and S2",1
"Figure 1.D.",1
"Figures 3, S2, Tables S4, S5 and PDB 7MZN",1
"Figures 2, 5, Supplementary Figures S2 and S5, and Supplementary Table S2",1
"Figure 4, Figure 4-supplement 1, 2, 3, Figure 5, Figure 5-supplement 1, 2, 3, Table 2, Supplementary file 3 and PDB 6X87",1
"Figures 7, S10, Table S8 and PDB 6PYD",1
"Table 1, Figures 2, 3, 4, 5, 6, S2 and PDB 4I77",1
"Figures 5, S4, Table S5 and PDB 6O1F",1
"Table 1, Figures 1, 2, Supplementary Figure 2 and PDB 3S37",1
"Figures 2, 6, S3, S4, and S5 and Table S1",1
"Figures 3, S4, Tables S1, S2 and PDB 7JV4",1
"Figure 1, Extended Data Figures 3, 4, Extended Data Table 1 and PDB 7VAE",1
"Text page 413",1
"Table 2, Figures 3 and 4, text p. 891",1
"Text page 6394 and Figure 6",1
"Figure 5, Supplementary Figure 4 and 7",1
"Tables I, V, VI, VIII",1
"Figures 6, S4, S6, Table S5 and PDB 8F38",1
"Figure 9D",1
"Figures 3 and 4 and Tables 2 and 3",1
"Figures 2, 3, 4, S3, Tables S1, S2, S3 and PDB 7S07",1
"Text p.496",1
"Tables 1, 2, Figures 2, S1 and PDB 3ZE0",1
"Figures 3, 4, 5, S2, S7, S8, Table S2 and PDB 8DZW",1
"Figures S8 and S9, Table S3, and PDB 7K76",1
"Figure 3, Table S2 and PDB 6QGW",1
"Figures 6, S3, S4, S7, Table S3 and PDB 8VCV",1
"Figures 2, 3, Extended Data Figures 2, 4, 7, Supplementary Table 4 and Supplementary Figure 6",1
"Table  2 and Figure 4",1
"Figures 1, 2, and 4, Table I",1
"Figures 2, S2 an Table II",1
"Figure 3, 4, 5, S4, and S6",1
"Figures 1, 3 and 7, Text page 599",1
"Figures 1, 5, 6, 7 and 8, Supplementary Figures 1 and 2",1
"Figure 1, Extended Data Figure 2, Extended Data Table1 and PDB 5C1M",1
"Figures 4, S4, and S5, Table S2, and PDB 8YWX",1
"Tables 1, S1, Figures 2, 3, S1, S2, S3 and PDB 5W4L",1
"Table 1, Figure 3, Supplementary Table 2 and PDB 5IMK",1
"Figures 1, 3, Supplementary Table 1, and Figure 3 Supplemental 1",1
"Figures 2, S1, S2, Tables 1, S2 and PDB 6OEJ",1
"Table 1, Figures 3, 4, S8 and PDB 2QQK",1
"Table 4, Figures 2 and 4",1
"Figures 2, 3, 4, 10",1
"Figure 3, Supplementary Table 2, Supplementary Figure 7 and PDB 6ME1",1
"Figures 3, 5, 6, 7, Figure 3 Supplement 1 and 2, Video 1, Table 2 and PDB 5VIY",1
"Figures 1, 2, 8, Tables 1, 2 and PDB 6AQ7",1
"Figures 2, 3, Extended Data Figure 5, Table 2 and PDB 7M55",1
"Figure 2 and  Supplementary Figure 1",1
"Figure 3, 4,Tables S1, S2, S3, S4 and PDB 5KVE",1
"Figures 1, 6, S6, Tables S2, S6f and PDB 4YFL",1
"Figure 2, Supplemental Figure 2, Tables 1, 2, 4 and PDB 5IG7",1
"Figures 4, 5, 6 and Table 3",1
"Figure 2, Tables S1 and S2, and PDB 7Y3N",1
"Table 2, Figure 4B",1
"Figures 5, S8, Tables S3, S4, S5 and PDB 6XM2",1
"Text page 4 and Supplementary Table S4",1
"Figures 5,6, and 7, Table I",1
"Figures 2, 3, 4, Tables S1, S2 and PDB 7RKS",1
"Figures 1, 3, Extended Data Figures 3, 7, 9 and Tables S2 and S5",1
"Figure 6, 7 and Supplementary Table S5",1
"Figure 1, Figure 5",1
"Supplemental Table 3, 5, Figure 7 and PDB 3H0T",1
"Figure 8, 9 and Supplementary Figures 7, 8, 9 and 10",1
"Figures 1, 2, 3, 4, 5, 6 and 7, Table II",1
"Figure 2,Tables S2, S12",1
"Figure 4 and Supplemental Figure S5",1
"Table 1 and Text p. 516",1
"On line Methods",1
"Text p. 475",1
"Figures 1, 2, 7, 8, Table III and PDB 1MCS",1
"Figure 2, Tables 1 and S1, and PDB 7F5G",1
"Figure 4C and Supplementary Figure S5",1
"Figures 3, S6, S9 and Table S3",1
"Figures 3, 4, 5, 7 and Supplementary Figure 7",1
"Figures 2A, 4, 6 and 8",1
"FIgures 7, 8 and 9, Table IV",1
"Figure 1C, 1E, 4C, S1A and Table 1",1
"Text page 14508",1
"Figure 7E,F",1
"Figure 6, Tables 3, 4",1
"Figures 1, 3, 5 and 7",1
"Text page 697, Table 2",1
"Table 1, Figure 4 and PDB 3H3P",1
"Figures 6, 7, S2,",1
"Text p. 2515",1
"Figure 7, 8, 9",1
"Figure S16",1
"Text P. 841",1
"Figures 2, 3, suppl Table 1",1
"Figure 1, 5, 6 and Supplementary Figures and 7",1
"Figures 3, 4, S3, Table S2, Data S1 and PDB 7UZ5",1
"Table 1, Figures 3, 4, S2 and PDB 4XH2",1
"Figures 6, S6, TablesS1, S3 and PDB 7V3G",1
"Figure 3, 5, 7 and Table 1",1
"Figures 4, 7, 9",1
"Supplementary Table 1-1 and PDB 4XP5",1
"Figures 7 and 8, Supplementary Figures S2 and S3, Supplementary Table S2, and PDB 8GJN",1
"Results page 191",1
"Figures 2, 3, S11, S12 and S13",1
"Figures 4 and 5, Supplementary Figures S5 and S6, Supplementary Tables S2, S3, S4, and S6, and PDB 8JMM",1
"Figure 3, 5, Table S5 and PDB 7BEM",1
"Figure 2E,K",1
"Figure 1, S2, Table 2, Table S1, S6 and PDB 7Z1B",1
"Figures 2, 3, and 5, Supplementary Figures 2, 3, and 4, and Supplementary Table 2",1
"Table 1, Figures 3, S6 and PDB 4HPY",1
"Figure 3E and S1",1
"Figure 3, 4, Supplementary Table 3 and PDB 8DB4",1
"Figure 2, Tables 1, 2 and PPDB 5XJ3",1
"Figure 1 and Extended Data Figure 3",1
"Figures 1, 2, S1, S2, Table 1 and PDB 8RCQ",1
"Figures 1, 2, 3, 5, 6, 7, 8",1
"Figure 2 and Supplementary Table 4",1
"Figure 2, Supplementary Figure 4, Supplementary Table 1, PDB 5W23",1
"Figures 1, 2, 3, and 7",1
"Figures  1 and 2",1
"Figure 3, Suppl Figure",1
"Figures 1, 3, S1, S2, and S3, Table 1, and PDB 9IMA",1
"Figures 2, 6, S1, S2, S3, S5 and Table 2",1
"Figures 1, 6, and S1",1
"Figure 2, 3, and 5",1
"Figures 3, 4, S6 and Table S3",1
"Figures 2, 3, S2 Table, and PDB 5TFW",1
"Tables 1, 2, Figures 6, 7, 8, Supplementary Table 1 and PDB 5BOZ",1
"Figure S1, S6 and Table S6",1
"Table 2, Figures, 1, 2, 3, 7 and 3IDN",1
"Figures 5, S7, S8, S10, Table S1, and PDB 7WRV",1
"Figure 7 and Supporting Information Figure S3",1
"Figures 1 and 2 and tables 1 and 2",1
"Figures 1, S2, S3, Table S1 and PDB 6UUN",1
"Figure 2 and Supplementary Figure S6",1
"Figures 2, S11, S12 and Table S3",1
"Figures 1, 2, 3, 4, 5, 6, S1, S3. S5",1
"Figure 3, Table S1, and PDB 6B0S",1
"Figures 2C, 5",1
"Figures 6, S1, S4, S5, S6, Table S1 and PDB 7V61",1
"Figure 4A and 5",1
"Figure 1H",1
"Table 1, Figures 4, 5, 6 and PDB 2H8P",1
"Supplementary Figures 2, 3 and PDB 6FY0 (v1.0)",1
"Figures 2, 6, Tables S1, S2 and PDB 5D72",1
"Text p. 7065",1
"Figures 5, S11, S12",1
"Figure 1 Figure S3 and text page 2107",1
"Supplemental Figure S4, Table 1 and Supplemental Table S1, Figure 3, 4, Supplemental Figure S3 and Table 1",1
"Figures 1, 2, 3, 4, 8 and Table I",1
"Supplementary Table S1, Figures 1, 2 and PDB 4UV7",1
"Figures 3, 5, S4, Table S5 and PDB 7BEN",1
"Figures 2, S1, S2, S3, Supplementary Table 2 and PDB 8ZHE",1
"Figures 1, 8 and Supplemental Figures 1 and 2",1
"Figures 5 and S7, Table S6, and PDB 7Z0X",1
"Figures 1, 2, 3, 4, 5, S6, S7, S8, and S11",1
"Supplementary Table 2 and PDB 3MOB",1
"Figure 1 and 1RZK",1
"Fig 2",1
"Figures 5, 6 and S4",1
"Figures 6, 7, Table 1 and PDB 7JIE",1
"Figures 2 and 6, Tables 1 and 2",1
"Figure 2, Table 2 and PDB 7FAT",1
"Figure 1, Supplementary Figure 1, Table I, Supplementary Table I and PDB 6OSV",1
"Table 1, Figure 2, Supplementary Figures 2, 7 and PDB 5O8F",1
"Figures 3, S4, Table S1, S2, S3, and PDB 6C6Y",1
"Figures 2, 3, Table 2 and PDB 4KOV",1
"Figure 1, Tables 1, 2 and PDB 3HFM",1
"Figures 1, 3 and Supplementary Figure 3",1
"Figures 1, 2, and 3 and Tables 3 and 4",1
"Figures 1, 2, S2, S7, Table 1, and PDB 8EK1",1
"Figure 2, Text p 323, Figures 3, 4",1
"Figures 2, 3, S2, S4, Table S1 and PDB 5L8L",1
"Result, page 471, Figure 1",1
"Table 1, Figure 3 and PDB 5DHZ",1
"Table 1 and Figures 3, 4, and 7",1
"Figure 1, Table S1 and PDB 6PT0",1
"Figures 2, S4, Table S2, PDB 6PZZ",1
"Table S3, Figures S8, S9, S10 and PDB 4J6R",1
"Figures 1 and figure supplements, 3, Table 1 and PDB 8R4C",1
"Figure 2, Supplemental Figure 5, Supplemental Table 1, and PDB 6P3R",1
"Table 3, Figure 5, Supplementary Figure 5 and PDB 5MV4",1
"Figure 2, Table 1, and PDB 7YTN",1
"Text p. 267 and Figure 3",1
"Tables 3, 4, S14, Figures 2, 3, 4, 5, 6, S15 and PDB 3T0W",1
"Figures 5, 6, S7, S8, S9, Supplementary Table 2 and PDB 7WWM",1
"Text p. 7 and Figure 1",1
"Figure 4 Table S5 and 7BNV",1
"Figure 6 and Table S1 and S2",1
"Table II, Figure 4 and PDB 6HF1",1
"Figures 1, 7 and Table 1, Figure 5",1
"Figures 1, 2, 3, 4, 5, Tables 1 and 2 and 2P8L",1
"Figures 2C and 3B",1
"Figure 7, Supplementary Figure 6 and Table 4",1
"Table IV, Figure 3, 4, 5 and PDB 3IKC",1
"Figures 2-4, Tables 2, 3",1
"Figures 3, 4, S2 and PDB 6O9I",1
"Table S2 and PDB 1OAX",1
"Figure S2 and Figure 4",1
"Table S3 and Figure S2",1
"Text page 52 and Table 2",1
"Figures 3, 4, and 5 and Table 1",1
"Figure 4, Table 2 and PDB 5X08",1
"Table 1, Supplementary Figure 1.",1
"Figure 1, 2, 3, 4 and 5",1
"Table 2, Figures 4, 5 and PDB 2R1Y",1
"Figure 2, Extended Data Figure 4, Extended Data Table 4, Supplementary Table 2 and PDB 7T3D",1
"Figure 6.",1
"Figure 1 and Supplementary Figure S6",1
"Figures 3, S2, and S3, Table S2, and PDB 7SWO",1
"Figures 3, 5, 6, Table 2",1
"Tables 1, 2, Figures 1, 2, 3 and PDB 1G7J",1
"Figure 4B and Supplementary S3 B,C",1
"Figures 2, 3, Table S1 and PDB 4R4H",1
"Figures 5 and S5 and Table S4 and PDB 7LUE",1
"Figures 1, S3, S4, Table S1 and PDB 6M1I",1
"Figure 1, Table 1, Extended Data Figures 1, 2, 3 and PDB 8VVH",1
"Supplementary Figures 2, 3, and 6, and Supplementary Table 2",1
"Figure 5A, C, Figure 5E",1
"Figures 2e and 5c",1
"Figures 1, 2, Table 1, Supplementary Figure 2 and PDB 6FY3 (v1.1)",1
"Figure 2 and Supplementary Figure 1 Figure 4",1
"Figures 1 and 3, tables 1 and 2",1
"Figures 5C,D,E and S5",1
"Figure 1, Table S2 and PDB 6I04",1
"Table 1, Figures 2, 3, 4, 5, 6 and PDB 1T2Q",1
"Table 2 and 3A",1
"Tables 1 and S1 and Figure 2",1
"Tables 1 through 4",1
"Figures 1, 5, and 7, Table II",1
"Figure 3, Table 2 and PDB 6Q6Z",1
"Figures 1 and 2, Tables S1 and S2, and PDB 7L6V",1
"Figure 2, Supplementary Figure 6, Supplementary Table 1 and PDB 7NKA",1
"Figure 3, Text page 601",1
"Figures 3, 4, S3, S6, Tables S2, S3 and PBD 7ZRA",1
"Table 1 and  Figure 4",1
"Table 1, Figures 1, 5, Supplemental Table and PDB 3JBG",1
"Text P.8217",1
"Figures 4, 5, Tables 3, 4 and Supplementary Figure 3",1
"Figure 8b",1
"Figures 3, 4, S1, S2, S3, S4 and S5",1
"Figures 1, 2, 3, 4, 6, S1, S2, S3, S6, Tables 1, S1, S3 and PDB 7M3L",1
"Supplementary Tables 1, 2 and PDB 2NXZ",1
"Figures 2 and S3, Table S1, and PDB 6XLI",1
"Table 1, Figure S2, and PDB 2WZP",1
"Figures 1, 2, 6 and Table S4",1
"Figure 3, Tables S1, S2, S3, S4 and PDB 3LEX",1
"Figures 1, S1, Table S1 and PDB 5LJY",1
"Text page 871 and Figure 3",1
"Table 1 Figure 9",1
"Table 1, PDB 1TJH",1
"Figures 1, S1, S2, Tables S1, S2 and PDB 3JWD",1
"Figures 1, 2 and 3, Tables 2, 3, 4 and 5",1
"Table 1, Figures 2, 3, 4, Supplementary Figure 10 and PDB 4W2O",1
"Figures 5, 6, 7, and 8",1
