as_location,occurrences
"Figures 7 and S7, Tables S2 and S3, and PDB 7PBE",1
"Figure 2, Supplementary Figure 5, Supplementary Table 4 and PDB 7TLT",1
"Figures 4, 5 and 7",1
"Figures 5 and 7",1
"Figure 2 and Table 6 and Supplental Table 2",1
"Figure 6, Figure 7",1
"Table 3, Figures 5, 6 and PDB 4PRI",1
"Table 2, Figure 4 and PDB 4PRB",1
"Table 2, Figure 4 and PDB 4PR5",1
"Table 2, Figure 4 and PDB 4PRN",1
"Table 2, Figure 4 and PDB 4PRD",1
"Table 2, Figure 4 and PDB 4PRA",1
"Table 2, Figure 4 and PDB 4PRE",1
"Table 3, Figures 5, 6 and PDB 4PRH",1
"Table 3, Figures 5, 6 and PDB 4PRP",1
"Figure 2, Extended Data Table 2 and PDB 5V4M",1
"Figure 2, Extended Data Table 2 and PDB 5V4N",1
"Tables 1, 2, Figure 2 and PDB 5VCL",1
"Fig 1, Fig 2",1
"Table III, Table II, Figure 1",1
"Figure 2, Table III, Table 2, Figure 1",1
"Figures 2, 3, 6, and 7, Table III",1
"Figures 2, 5, 6, and 7, Table III",1
"Figures 2, 4, 6, and 7, Table III",1
"Figure  4",1
"Figure 8 and Text P. 1864",1
"Figure 1, Figures 2, 3 and 4",1
"Figures 2 and 8",1
"Figure 1, Table S1 and PDB 3P4O",1
"Tabel 1",1
"Figure 1A, Figure 2",1
"Figure 4, Table S6 and PDB 5HHP",1
"Figure 4, Table S6 and PDB 5HHQ",1
"Figure 4, Table S6 and PDB 5HHN",1
"Figure 4, Table S7 and PDB 5HHO",1
"Figure 4, Table S7 and PDB 5HHM",1
"Figures 4, S8, Table S4 and PDB 6W9U",1
"Figure 4, Figure 6B",1
"Figure 2, Figure 5",1
"Table 3, Figures 3, 4 and PDB 3I6L",1
"Figures 1, 2, 3, Tables I, II and PDB 3LV3",1
"Figure 1, Table S1 and PDB 3QIU",1
"Figure 1, Table S1 and PDB 3QIW",1
"Figure 1, Table S1 and PDB 3QIB",1
"Figures 1, 2, 3, 4, Tables 1, 2 and PDB 3OX8",1
"Figures 1, 2, 3, 4, Tables 1, 2 and PDB 3OXR",1
"Figures 1, 2, 3, 4, Tables 1, 2 and PDB 3OXS",1
"Figure S5, Table S1 and PDB 3GSW",1
"Figure S5, Table S1 and PDB 3GSX",1
"Figure S5, Table S1 and PDB 3GSU",1
"Figure S5, Table S1 and PDB 3GSR",1
"Figure S5, Table S1 and PDB 3GSV",1
"Figures 1, 2, S3, Table S1 and PDB 3GSO",1
"Figure 2, Supplementary Table 4, Supplementary Figure 1 and PDB 6AMT (v1.0)",1
"Supplementary Table 4 and PDB 6AMU (v1.0)",1
"Supplementary Table 4 and PDB 6AM5 (v1.0)",1
"Figure 3, Table S1 and PDB 6BGA",1
"Tables 1, 2, Figures 1, 2 and PDB 5DEF",1
"Tables 1, 2, Figures 1, 2 and PDB 5DEG",1
"Tables 1, 2, 3, Figures 2, 3 and PDB 3C8K",1
"Tables 2, 3, Figure 3",1
"Figure 1, Supplementary Table S1 and PDB 4GRL",1
"Table I, Figures 6, 7 and PDB 4XXC",1
"Figure 4, Table 1 and PDB 4D0B",1
"Figure 4, Table 1 and PDB 4D0C",1
"Figure 4, 7, Table 1 and PDB 4CVZ",1
"Figure 4, Table 1 and PDB 2YEZ",1
"Figure 6, Table 1 and PDB 4CVX",1
"Figure 6, 7, Table 1 and PDB 4D0D",1
"Figure 6, 7, Table 1 and PDB 4CW1",1
"Table 1, Figures 2, 3 and PDB 3QFD",1
"Figure 1, Supplemental Tables S2, S3 and PDB 5XS3",1
"Table III and PDB 4Z7V",1
"Table III and PDB 4Z7U",1
"Table III and PDB 4Z7W",1
"Figure 5, Table S4 and PDB 5WWU",1
"Figure 5, Table S4 and PDB 5WXD",1
"Figure S1, Table S4 and PDB 5WXC",1
"Figures 3B and 4B",1
"Figures 3 and 4B",1
"Text p. 3405",1
"Figure 2A, B",1
"Tables 3, 6 and S1",1
"Tables 1, 2, Figures 1, 3, 4, 5, 6, S1 and PDB 4I48",1
"Tables 1, 2, Figures 1, 3, 4, 5, 6 and PDB 4HX1",1
"Tables 1, 2, Figures 1, 3, 4, 5, 6 and PDB 4HWZ",1
"Figure 5, Supplementary Figure 3, Supplementary Table 4, and PDB 8WTE",1
"Figure 5, Supplementary Table 4, and PDB 8WUL",1
"Supplemenntary Figure 4",1
"Figures 4, 5, Supplementary Figure 6, Supplementary Table 3 and PDB 6XCP",1
"Figures 4, 5, Supplementary Figure 6, Supplementary Table 3 and PDB 6XC9",1
"Figures 4, 5, Supplementary Figure 6, Supplementary Table 3 and PDB 6XCO",1
"Figure 2 D, Table 2",1
"Supplementary Figure 9B",1
"Table S1, Figures 5A and S6, Figures S3, S10, S11. S13",1
"Table I,  Figure 5 and PDB 1KPR",1
"Table I,  Figure 5 and PDB 1KTL",1
"Table 3, Figures 1, 2, 3, 4 and PDB 1G7P",1
"Figure 3, Figures 4 and 5",1
"Table 2, Figures 3, S1, Supplementary Table 1 and PDB 4OZI",1
"Table 2, Figures 4, S1, Supplementary Table 2 and PDB 4OZH",1
"Table 2, Figures 4, S1, Supplementary Table 3 and PDB 4OZG",1
"Table 2, Figures 4, S1, Supplementary Table 4 and PDB 4OZF",1
"Tables I, II, Figures 4, 5, 8 and PDB 3WS3",1
"Figures 1, 2, 4, and S4",1
"Figures 1, 2, and S2",1
"Figure 3, Table S4 and PDB 6D7G",1
"Table 1 and PDB 5XOV",1
"Table 1 and PDB 5XOT",1
"PDB 5XOS",1
"Figure 5, Additional File 3",1
"Table IV and figure 3",1
"Tables I, II, Figures 2, 3 and PDB 3VJ6",1
"Table 2 and PDB 5W1W",1
"Table 2 and PDB 5W1V",1
"Figures 1 and S1, Table 4",1
"Figures 1, 2, 3, and 4, Table 1",1
"Figures 2, 3, and 4, Tables 2 and 3",1
"Figures 3 and 4B,C",1
"Figures 4 and 5, Table III",1
"Figures 2 and 4, Tables 1 and 4",1
"Tables 1 and 3, Figure 5",1
"Figures 2 and 3 and Tables 1 and 2",1
"Figure 3, Table S1 and PDB 7N19",1
"Table 3, Figure 5 and PDB 5JLZ",1
"Figures 4, S4, Table 5 and PDB 6MFF",1
"Figure 3, Supplementary Table 2 and PDB 6MT4",1
"Figure 1, Supplementary Table 2 and PDB 6MT3",1
"Figure 1, Supplementary Table 2 and PDB 6MTL",1
"Figure 6, Supplementary Table 2 and PDB 6MTM",1
"Figure 1, Supplementary Table 2 and PDB 6MT6",1
"Figure 3, Supplementary Table 2 and PDB 6MT5",1
"Figures 3 and 4 and Supplementary Table 1 and Figures S2 and S3",1
"Figures 1, 2, 3, 4, and 5 and Supplementary Table 1 and Figures S2 and S3",1
"Figure 5A,B",1
"Tables II, III, Figures 1, 2, 3 and PDB 1JHT",1
"Tables II, III, Figures 1, 2, 3 and PDB 1JF1",1
"Figure 5, Table S3 and PDB 6NPR",1
"Figure 4, Table III and PDB 6VMX",1
"Figure 5, Supplementary Table 2 and PDB 2C7U",1
"Table S1, Figures 5A, S6, S9, S11",1
"Figure S15, Figure S14",1
"Table S1, Figures 5A, S6. S9, S11",1
"Table S2, Figure 7",1
"Table 1, Figures 2, 3, 4 and PDB 5TEZ",1
"Figures 3, 6, and 7",1
"Figures 1, 2, 3, Tables II and 3",1
"Figures 1 and 2, Figure 1",1
"TablesS1 and S2",1
"Figures 1, 3, 4, Tables I, II and PDB 6A2B",1
"Figures 4, 5, 6, Supplementary Figures 4, 5, Table S2 and PDB 7P49",1
"Figures 4, 5, 6, Supplementary Figures 4, 5, Table S2 and PDB 7P4B",1
"Figures 1, 3, Supplementary Figures S1, S2, S3 and Table 1",1
"Figure 3 and Supplementary Figures S1 and S2",1
"Figure 1, Table 4",1
"Table 2, Figures 1, 2, 3, S1, S4, S5 and 2GTZ (molecule 2)",1
"Table 2, Figures 1, 2, 3, S1, S2, S5 and 2GUO (molecule 1)",1
"Table 2, Figures 1, 2, 3, S1, S4, S5 and 2GTZ (molecule 1)",1
"Table 2, Figures 1, 2, 3, S1, S3, S5 and 2GTW",1
"Table 2, Figures 1, 2, 3, S1, S2, S3, S4, S5 and 2GT9",1
"Table 2, Figures 1, 2, 3, S1, S2, S5 and 2GUO (molecule 2)",1
"Table II, Figures 2, 3 and PDB EEY",1
"Table II, Figures 2, 3 and PDB 1EEZ (molecule 1)",1
"Table II, Figures 2, 3 and PDB 1EEZ (molecule 2)",1
"Figure 1, Table 1 and PDB 8SHI",1
"Figure 3 and Figure S3",1
"Figures 4, 5, S7, S8, S10, S11, and S12",1
"Figure 3, Table S4 and PDB 6VM7",1
"Figure 4, Table S4 and PDB 6VM9",1
"Figure 4, Table S4 and PDB 6VMA",1
"Table1, S1, Figures 1, 2 and PDB 3FQX",1
"Table1, S1, Figures 1, 2 and PDB 3FQN",1
"Table1, S1, Figures 1, 2 and PDB 3FQR",1
"Table1, S1, Figures 1, 2 and PDB 3FQT",1
"Table1, S1, Figures 1, 2 and PDB 3FQW",1
"Table1, S1, Figures 1, 2 and PDB 3FQU",1
"Figures 1, 2, Table 1 and PDB 5IRO",1
"Tables 3, 4, Figures 1, 3, 4, 6, 7 and  PDB 3QQ4",1
"Tables 3, 4, Figures 1, 3, 4, 6, 7, and PDB 3QQ3",1
"Table III, Figures 1 and S4",1
"Table II, Figures 4, 5, S2, S3 and PDB 4ZUW",1
"Table II, Figures 2, 3, 7 and PDB 4ZUU",1
"Table II, Figures 2, 3 and PDB 4ZUV",1
"Table II, Figures 2, 3, S2, S3 and PDB 4ZUT",1
"Table II, Figures 2, 3 and PDB 4ZUS",1
"Figure 4D",1
"Figure 4F",1
"Figure 1,  Table 1 and PDB 1VGK (v1.2)",1
"Figures 1, 2, and 3, Figure 4",1
"Figures 5, 6, and 7",1
"Figure 1, Figure 6",1
"Figure 4, Figure 6",1
"Figure 3, Figure 5",1
"Figures 1, 2, 4 and Supplementary Tables S1 and S2 and PDB 1U3H",1
"Table S1 and PDB 4P2O",1
"Table S1 and PDB 4P2R",1
"Table S1 and PDB 4P2Q",1
"Tables 1 and 2, figure 1",1
"Figures 2, 3, 4, Table I, Supplemental Tables II, III and PDB 4MJI",1
"Table I, Figure 4 and PDB 3WUW",1
"Figure 2, Supplemental Figure 2, Table II and PDB 4P23",1
"Figure 6, Supplemental Figure 2, Table II and PDB 4P46",1
"Figure 2, Supplemental Figure 2, Table II and PDB 4P5T",1
"Figures 1, 3 and 4 ",1
"Table 2 and PDB 2AV7",1
"Table 2 and PDB 2AV1",1
"Figures 5 and 6, Table 4.",1
"Figure 1 and Text P. 929",1
"Figure 5.c.",1
"Figures 1 and 2, Figure 4",1
"Appendix A and Figure 4, Appendix A",1
"Table 1, Figure 4 and PDB 2V2X",1
"Table 1, Figure 4 and PDB 2V2W",1
"Supplementary Table S1, Figure 6 and PDB 4GKS",1
"Supplementary Table S1, Figure 6 and PDB 4GKN",1
"Table 2, Figures 1, 2, 3, 5 and PDB 1FZO",1
"Table 2, Figures 1, 2, 3, 4 and PDB 1FZJ",1
"Table 2, Figures 1, 2, 3, 5 and PDB 1FZM",1
"Table 2, Figures 1, 2, 3, 4 and PDB 1FZK",1
"Figure 2, 3, S4, S5, Table S1 and PDB 2XFX",1
"Text P. 488",1
"Figures 6, S3, Table SII and PDB 3E6F",1
"Table II, S1 Figures 4, 6, 7 and PDB 1M6O",1
"Table II, S1, Figures 4, 5, 7 and PDB 1N2R",1
"Results page 3170",1
"Text page 145",1
"Figures1, Table 2.",1
"Figures 6, S1, Table S1 and PDB 3WL9",1
"Figures 6, S1, Table S1 and PDB 3WLB",1
"Figure 3, Table 1 and PDB 3FTG",1
"Table 1, Figures 4, 5 and PDB 5B38",1
"Table 1, Figures 4, 5 and PDB 5B39",1
"Table 1, Figures 1, 5 and PDB 5T6Z",1
"Table 1, Figure 4 and PDB 5T6Y",1
"Table 1, Figure 2 and PDB 4WJ5",1
"Tables I, III and IV",1
"Figures 3 and 5",1
"Table 1, Figures 2, 3, 5 and PDB 1SJE",1
"Table 1, Figure 2 and PDB 1SJH",1
"Figure 6 and Text P. 1956",1
"Figures 3, 4, 5, S1, S2, S3, S4, Table 1 and PDB 6LBE",1
"Figures 3, 4, 5, S1, S2, S3, S4, Table 1 and PDB 5H5Z",1
"Figure 1, Table S1 and PDB 3GSN (v1.1)",1
"PDB 3MRI (v1.1)",1
"PDB 3MR9 (V1.1)",1
"PDB 3MRK (v1.1)",1
"Tables 2, 3, 4, Figures 1, 2, 3, 4,6 and PDB 6A6H",1
"Table 1, Figures 4, 6, Supplementary Figure 3",1
"Table 1, Figures 4, 6, Supplementary Figures 3, 10, 11, 12, 13",1
"Figures 4A and 5, Table III",1
"Figure 4, Tables S-6, S-7 and PDB 6BXQ",1
"Figure 7, S5 Table and PDB 5NQ0",1
"Figure 7, S5 Table and PDB 5NPZ",1
"Figure 7, S5 Table and PDB 5NQ2",1
"Figure 4, Tables S-6, S-7 and PDB 6BXP",1
"S6 Figure, S5 Table and PDB 5NQ1",1
"S6 Figure, S5 Table and PDB 5NQ3",1
"Table 1, Figure 2 and PDB 5IVX",1
"Figures 1, S3, S5, Tables S1, S2 and PDB 3NWM",1
"Figure 1, 2, 3 and Table 1",1
"Table 1, Figures 3, 4, Supplementary Figure S1, Supplementary Table S1 and PDB 4L4T",1
"Table 1, Figures 3, 4, Supplementary Figure S1, Supplementary Table S1 and PDB 4L4V",1
"Table 1, Supplementary Figure 4 and PDB 5L2J",1
"Table 1, Figures 1, 2, 3, 4 and PDB 5L2K",1
"Figures 5, 6, Supplementary Figure 7, Supplementary Table 5 and PDB 5U17",1
"Figures 5, 6, Supplementary Figure 7, Supplementary Table 5 and PDB 5U16",1
"Figure 4 and Tables 1 and 4",1
"Figure 6 and Tables 1 and 4",1
"Figure 7 and Tables 1 and 4",1
"Figure 5 and Tables 1 and 4",1
"Tables 1 and 2, figures 1 and 2 ",1
"Figure 1 and Supporting Figure 6",1
"Table 2, Figure 3 and PDB 4OV5",1
"Table 2, Figure 5 and PDB 3I6G",1
"Table 2, Figure 5 and PDB 3I6K",1
"Figure 4B,C",1
"Table I, Figures 1, 2, 3  and PDB 3ROO",1
"Table S1 and PDB 6TMO",1
"Supplementary Figure 1, Supplementary Table 2 and PDB 3VFR",1
"Supplementary Figure 1, Supplementary Table 2 and PDB 3VFS",1
"Supplementary Figure 1, Supplementary Table 2 and PDB 3VFT",1
"Supplementary Figure 1, Supplementary Table 2 and PDB 3VFU",1
"Supplementary Figure 1, Supplementary Table 2 and PDB 3VFV",1
"Supplementary Figure 1, Supplementary Table 2 and PDB 3VFW",1
"Supplementary Figure 1, Supplementary Table 2 and PDB 3VFN",1
"Supplementary Figure 1, Supplementary Table 2 and PDB 3VFM",1
"Supplementary Figure 1, Supplementary Table 2 and PDB 3VFO",1
"Supplementary Figure 1, Supplementary Table 2 and PDB 3VFP",1
"Figures 6, S6, Tables S1, S3 and PDB 4GBX",1
"Figures S5 and S6",1
"Figures 1, 2 and Supplementary Figure 2 and Table 2, Figure 2D and Text p. 5926",1
"Figure 3, Table I and Supplementary Figure 2",1
"Figures 5, 6, 7, S5, Table S4 and PDB 3RDT",1
"Figures 1, 2, 3, S1, Table 1, S1 and PDB 3TA3",1
"Figure 3, Table 2 and PDB 2ESV",1
"Table 1, Figure 2, Supplementary Figures 3, 5, Supplementary Table 2 and PDB 4Y19",1
"Table 1, Figure 2, Supplementary Figure 5 and PDB 4Y1A",1
"Table 3, Figure 5 and PDB 5LAX",1
"Tables 1, 2, 4, Figures 2, 3, 4, 5, 6 and PDB 3BXN",1
"Tables 1, 2, 4, Figures 2, 3, 4, 5, 6 and PDB 3BP4",1
"Tables 1, 2, 4, Figures 2, 3, 4, 5, 6 and PDB 3BP7",1
"Tables 1, 2, 3, 4, Figures 2, 3, 5, 6 and PDB 3BVN",1
"Figure 3, 4, S3, S4, Table S4, S5 and PDB 4PG9",1
"Figure 3, 4, S3, S4, Table S4, S5 and PDB 4PGB",1
"Figure 3, 4, S3, S4, Table S4, S5 and PDB 4PGC",1
"Figure 3, 4, S3, S4, Table S4, S5 and PDB 4PGD",1
"Figure 3, 4, S3, S4, Table S4, S5 and PDB 4PGE",1
"Figure 7, Table S1 and PDB 2E7L",1
"Figures 1, 3, 4, 6, S3, Tables S1, S2, S3 and PDB 2OI9",1
"Figures 1, 3 and Table 1",1
"Figures 5 and 9",1
"Table I, II, Figures 1, 3 and PDB 2OL3",1
"Figure 3, Table 2 and PDB 5WSH (v1.0)",1
"Figure 3, Table 2 and PDB 5E00 (v1.0)",1
"Figure 4, Supplementary File 1 and PDB 7SU9",1
"Figure 2 and Figure 7-supplement 1",1
"Figure 1D-F, 1L",1
"Table S2 and Figures 1, 3, 6",1
"Table S2 and Figures 3, 6",1
"Figures 2, 3, 5, S1",1
"Figures 2, 3, S1",1
"Figures 1, 2, 3, Tables 1, 2 and PDB 2XPG",1
"Figure 1, Table S1 and PDB 3PQY",1
"Text p 1758, Figure 2, Figure 6",1
"Figures 2, Table1 and PDB 6UZ1",1
"Figure 4, Supplementary Figure S6, Supplementary Table 1 and PDB 3CHI",1
"Figure 4, Supplementary Figure S6, Supplementary Table 1 and PDB 3CCH",1
"Figure 4, Supplementary Figure S6, Supplementary Table 1 and PDB 3CC5",1
"Figures 3, S3, Table S1 and PDB 3L3H",1
"Figures 1, S1, Table S1 and PDB 3L3D",1
"Figures 1, S1, Table S1 and PDB 3L3G",1
"Figures 1, S1, Table S1 and PDB 3L3I",1
"Figures 1, S1, Table S1 and PDB 3L3J",1
"Figures 1, S1, Table S1 and PDB 3L3K",1
"Table 1, Figure 7 and PDB 5TS1",1
"Table 1, Figure 7 and PDB 5TRZ",1
"Table II, Figures 3, 4 and PDB 4IS6",1
"Tables II, III, IV, Figures 1, 2, 3, 4, 5, S1, S2 and PDB 4O2E",1
"Tables II, III, IV, Figures 1, 2, 3, 4, 5, S1, S2 and PDB 4O2C",1
"Table II, IV, Figures 2, 3, 4, 5 and PDB 4O2F",1
"Figure 9, Supplementary file 4 and PDB 5DDH",1
"Figure 9, Supplementary file 4 and PDB 5D9S",1
"Figures 4, S6, Table S1 and PDB 4AH2",1
"Figures 4, S6, Table S1 and PDB 4AEN",1
"Figures 1 and 2, Table 2",1
"Table I and  figure 2",1
"Tables 4 and  5",1
"Table 3, Table 4 and figure 7",1
"Tables I, II, and III",1
"Figure 5 and Supplementary Figure 6",1
"Figures 1, 2, 4, Supplementary Figure 1, Supplementary Table 1, and PDB 7RK7",1
"Text p. 69",1
"Table S1 and PDB 3DXA",1
"Supplementary Table 1, Figures 5, 6 and PDB 5VGE",1
"Supplementary Table 1, Figures 5, 6 and PDB 5VGD",1
"Figures 4 and 6, Table 4.",1
"Table 1, Figure 3, Supplemental Figures 1, 2 and PDB 6K60",1
"Figure 2, Supplementary Tables 1, 2 and PDB 4HS3",1
"Fiigure 6",1
"Figure 3, Table S2 and PDB 6D78",1
"Figure S2, Table S2 and PDB 6DKP",1
"Figure 1 and Tables 1 and 4",1
"Figure 2 and Tables 1 and 4",1
"Figure 3 and Tables 1 and 4",1
"Figures 1, 6, 7, Table I and PDB 1PYW",1
"Figures 2B and 3",1
"Tables I, III, Figures 2, 3, 4, 5, 6, 7 and PDB 1JGD",1
"Figure 3, Supplemental Figure S1, Table 1 and PDB 5OQG",1
"Figure 3, Supplemental Figure S1, Table 1 and PDB 5OQF",1
"Figure 3, Supplemental Figure S1, Table 1 and PDB 5OQI",1
"Figure 3, Supplemental FigureS1, Table 1 and PDB 5OQH",1
"Table II, Figure 2 and PDB 1QR1",1
"Table 1, Figure 3 and PDB 5MEO",1
"Table 1, Figure 3 and PDB 5MEP",1
"Table 1, Figure 3 and PDB 5MEQ",1
"Table 1, Figure 3 and PDB 5MER",1
"Table 1, Figure 3 and PDB 5MEN",1
"Figure 4, Tables S1, S2 and PDB 2X4P",1
"Figure 2, S1, Table S1 and PDB 2X4N",1
"Figure 3, S2, Table S1 and PDB 2X4U",1
"Figure 4, Table S1 and PDB 2X4R",1
"Figure 5, Table S1, S2 and PDB 2X4S",1
"Figure 2, S1, Table S1 and PDB 2X70",1
"Figure 3, Table S1 and PDB 2X4O",1
"Figure 5, Tables S1, S2 and PDB 2X4Q",1
"Table 1, Figure 2 and PDB 4MDJ",1
"Table 1, Figures 1, 3, 4 and PDB 4MCY",1
"Table 1, Figures 2, 4 and PDB 4MDI",1
"Table 1, Figures 2, 3 and PDB 4MD5",1
"Table 1, Figures 2, 3 and PDB 4MCZ",1
"Table 1, Figures 2, 3 and PDB 4MD0",1
"Table 1, Figures 2, 3 and PDB 4MD4",1
"Table 2, Figure 3, Supplementary Table S1 and PDB 4U1I",1
"Table 2, Figure 3, Supplementary Table S1 and PDB 4U1H",1
"Table 2, Figure 3, Supplementary Table S1 and PDB 4U1J",1
"Table 3, Figure 4, Supplementary Table S2 and PDB 4U1K",1
"Table 3, Figure 4, Supplementary Table S2 and PDB 4U1L",1
"Table 3, Figure 4, Supplementary Table S2 and PDB 4U1M",1
"Table 3, Figure 4, Supplementary Table S2 and PDB 4U1N",1
"PDB 4U1S",1
"Table 2, Figures 1, 2, 3, 4 and PDB 4I5B",1
"Figure 2 and 5",1
"Figures 1, 2, 4, 5, 6, Tables 1, 2, 3 and PDB 5H94",1
"Figure 7 and Text, Figure 7",1
"Figures 2 and 5, Tables 1 and 4",1
"Figure 2, Tables 1 and 3",1
"Supporting Table 2 and Supporting Figure 7",1
"Figure 1, Table S1 and PDB 8EB2",1
"Figures 1, 2, 4, S2, S3, S4, Table 3, S2 and PDB 8GQW",1
"Figures 1, 2, 4, S2, S3, S4, Table 3, S2 and PDB 8GQV",1
"Figure 2, Table S1 and PDB 3RGV",1
"Figure 6, Supplementary Table S2 and PDB 5C0J",1
"Figure 6, Supplementary Table S2 and PDB 5C0F",1
"Figure 6, Supplementary Table S2 and PDB 5C0E",1
"Figure 6, Supplementary Table S2 and PDB 5C0I",1
"Figure 6, Supplementary Table S2 and PDB 5C0G",1
"Figure 6, Supplementary Table S2 and PDB 5C0D",1
"Figure 6, Supplementary Table S2 and PDB 5N1Y",1
"Figures 3, 6, Table 2, Supplementary Table S1 and PDB 5C0A",1
"Figures 3, 6, Table 2, Supplementary Table S1 and PDB 5C09",1
"Figures 3, 6, Table 2, Supplementary Table S1 and PDB 5HYJ",1
"Figures 3, 6, Table 2, Supplementary Table S1 and PDB 5C0C",1
"Figures 3, 6, Table 2, Supplementary Table S1 and PDB 5C08",1
"Figures 3, 6, Table 2, Supplementary Table S1 and PDB 5C07",1
"Figures 3, 6, Table 2, Supplementary Table S1 and PDB 5C0B",1
"Figures 1, 3, 4, Table 2, 3 and PDB 3KYO",1
"Figures 1, 2, 6, Tables 1, 3 and PDB 3KYN",1
"Table S4 and Figure S3",1
"Figure 2, Supplementary Figure 1, Supplementary Table 1 and PDB 6DIG",1
"Figure 2 and 4 and Table 2",1
"Table 1 and Figures 1, 2, and 4",1
"Tables 1 and 2 and Figures 2, 3, and 4",1
"Figure 3, Supplementary Table 2 and PDB 6ATZ",1
"Figure 3, Supplementary Table 2 and PDB 6ATF",1
"Figure 3, Supplementary Table 2 and PDB 6ATI",1
"Figures 4, S1, S2, S3, Table S2 and PDB 6BLR",1
"Figures 4, S1, S2, S3, Table S2 and PDB 6BLQ",1
"Figures 4, S1, S2, S3, Table S2 and PDB 6BLX",1
"Figures 5, S1, Table S2 and PDB 5UJT",1
"Figure 3, Supplementary Tables 1, 2 and PDB 6GH4",1
"Figure 3, Supplementary Tables 1, 2 and PDB 6GGM",1
"Figure 4, Supplementary Tables 1, 2 and PDB 6GHN",1
"Figure 2, Supplementary Tables 1, 2 and PDB 6GL1",1
"Figures 2, 3, Supplementary Tables 1, 2 and PDB 6GH1",1
"Figures 2 and 4 and Table 1",1
"Figures 3 and 4 and Table 1",1
"Table 2, Figure 4 and PDB 5NMF",1
"Table 2, Figure 4 and PDB 5NMG",1
"Table 2, Figure 4 and PDB 5NMH",1
"Table 2, Figure 4 and PDB 5NMK",1
"Figures 2, 3, 4, Table 3 and PDB 1FG2",1
"Tables I, II, Figures 1, 2, 3, 4, 5, 6 and PDB 1QQD",1
"Table 1, Figure 1 and PDB 2CIK",1
"Tables 1, 3 and Figures 1-3",1
"Tables 1-2 and Figures 1-3",1
"Figures 2, 4, 5, Supplemental Figure 2",1
"Table 3, Figures 2, 3 and PDB 4U6X",1
"Table 3, Figures 2, 3 and PDB 4U6Y",1
"Text, page 38",1
"Figures 2, 3, 5 and 6. Table III, Table 2, Figure 1",1
"Figure 2, Supplementary Figure 3",1
"Figures 1, 2, S1, Table 1 and PDB 6P2S",1
"Figures 2, S1, Table 1 and PDB 6P23",1
"Figures 2, 3, S1, Table 1 and PDB 6P27",1
"Figures 2, S1, Table 1 and PDB 6P2C",1
"Figure 3, Table 1 and PDB 6P2F",1
"Figure 4 and Table 6 and Supplental Table 2",1
"Figures 1, 4, and Table 6 and Supplemental Table 2",1
"Table 1, Figure 7 and PDB 5XMM",1
"Tables 1, 2, Figures 1, 3, 4 and PDB 5XMF",1
"Figures 2, 3, 4, and 5 and Tables I and III",1
"Table 1, Figure 3, Supplemental Table 6, Supplemental Figure 10",1
"Figure 2 A, Table 2",1
"Table 1, Figure S11",1
"Figures 4, S7, Table S4 and PDB 6EI2",1
"Table II, Figures 4, 5 and PDB 5EIK",1
"Table 2, Figure 4 and PDB 6BIV",1
"Figure 4, Suppplementary Figure 1",1
"Figures 1, 5, 6, Tables 1, 2 and PDB 5GJY",1
"Figures 1, 5, 6, Table 1 and PDB 5GJX",1
"Figure 9, Figure 8",1
"Figure 2, Supplementary Table 2",1
"Figure 1 and Supplementary Figure 3",1
"Figures 1, 2, 3 and Table 2",1
"Figure 5 and Supplemental Figure 2, Table 1, Figures 1 and 5",1
"Figure 5 and Supplemental Figure 2, Table 1,  Figures 1 and 5",1
"Figure 1, Supplementary Table 1, and PDB 2ICW",1
"Table 1, Figure 1 and PDB 2OJE",1
"PDB 2IPK",1
"Figures 4, 5 and Supplementary Figure 2",1
"Figure 3 and Supplementary Table 1",1
"Figure 2, Table S1 and PDB 7N6D",1
"Tables 1, 3, 4, Figures 1, 2, 3, 4, 5, 6 and PDB 1MHC",1
"Figures 1, 3, Table 4 and PDB 6J2A",1
"Figures 1, 3, Table 4 and PDB 6J29",1
"Figures 1, 2, Table 4 and PDB 6J1V",1
"Figures 1, 2, Table 4 and PDB 6J1W",1
"Tables 1, 3",1
"Figures S5, S6, S7, S8, S9, S10, Supplementary Table II, and PDB 5M02",1
"Figures S5, S6, S7, S8, S9, S10, Supplementary Table II, and PDB 5TIL",1
"Figure 2, Table 2, PDB 6M2J",1
"Tables II, III Figures 1, 2",1
"Figures 1, 2, Tables 2, 3 and PDB 5YLX",1
"Tables 1, 2, Figures 4, 5, 6 and PDB 4Z78",1
"Tables 1, 2, Figures 4, 5, 6 and PDB 4WDI",1
"Tables 1, 2, Figures 4, 5, 6 and PDB 4Z76",1
"Figures 1, 2, 3, Table II and PDB 5F11",1
"Figures 1, 2, 3, Table II and PDB 5F1N",1
"Table SII, Table SIII",1
"Table 1, S2, Figures 2, 3, 4, S3, S5 and PDB 6J2D",1
"Table 1, Figure 5 and PDB 6J2H",1
"Table 1, S2, Figures 2, 3, 4, S3, S5 and PDB 6J2I",1
"Table 1, S2, Figures 2, 3, 4, S3, S5 and PDB 6J2F",1
"Table 1, Figure 3 and PDB 6K7T",1
"Table 1, S2, Figures 2, 3, 4, S3, S5  and PDB 6J2E",1
"Figure 1, Supplementary Table S1 and PDB 4MAY",1
"Figures 4, 5 and Table S3",1
"Figures 2, 4 and Table 2",1
"Page 1089",1
"Figures 1, 2, 3, 4",1
